Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“A Little is Enough”: Few-Shot Quality Estimation based Corpus Filtering improves Machine Translation,,Akshay Batheja;Pushpak Bhattacharyya;,Indian Institute of Technology Bombay;,India;,Findings,https://aclanthology.org/2023.findings-acl.892/,https://aclanthology.org/2023.findings-acl.892.pdf,,
2,“Knowledge is Power”: Constructing Knowledge Graph of Abdominal Organs and Using Them for Automatic Radiology Report Generation,,Kaveri Kale;Pushpak Bhattacharyya;Aditya Shetty;Milind Gune;Kush Shrivastava;Rustom Lawyer;Spriha Biswas;,IIT Bombay;Breach Candy Hospital;Augnito India Private Limited;,India;,Industry,https://aclanthology.org/2023.acl-industry.2/,https://aclanthology.org/2023.acl-industry.2.pdf,,
3,“Let’s not Quote out of Context”: Unified Vision-Language Pretraining for Context Assisted Image Captioning,,Abisek Rajakumar Kalarani;Pushpak Bhattacharyya;Niyati Chhaya;Sumit Shekhar;,IIT Bombay;Adobe;,India;,Industry,https://aclanthology.org/2023.acl-industry.67/,https://aclanthology.org/2023.acl-industry.67.pdf,,
4,“Low-Resource” Text Classification: A Parameter-Free Classification Method with Compressors,,Zhiying Jiang;Matthew Yang;Mikhail Tsirlin;Raphael Tang;Yiqin Dai;Jimmy Lin;,University of Waterloo;;,Canada;;,Findings,https://aclanthology.org/2023.findings-acl.426/,https://aclanthology.org/2023.findings-acl.426.pdf,,
5,(QA)2: Question Answering with Questionable Assumptions,,Najoung Kim;Phu Mon Htut;Samuel R. Bowman;Jackson Petty;,Boston University;Google;New York University;Amazon;,United States;,Long,https://aclanthology.org/2023.acl-long.472/,https://aclanthology.org/2023.acl-long.472.pdf,,
6,2*n is better than n2: Decomposing Event Coreference Resolution into Two Tractable Problems,,Shafiuddin Rehan Ahmed;Abhijnan Nath;James H. Martin;Nikhil Krishnaswamy;,University of Colorado Boulder;Colorado State University;,United States;,Findings,https://aclanthology.org/2023.findings-acl.100/,https://aclanthology.org/2023.findings-acl.100.pdf,,
7,A Benchmark on Extremely Weakly Supervised Text Classification: Reconcile Seed Matching and Prompting Approaches,,Zihan Wang;Tianle Wang;Dheeraj Mekala;Jingbo Shang;,"University of California, San Diego;Shanghai Jiao Tong University;",United States;China;,Findings,https://aclanthology.org/2023.findings-acl.244/,https://aclanthology.org/2023.findings-acl.244.pdf,,
8,A Better Way to Do Masked Language Model Scoring,,Carina Kauf;Anna Ivanova;,Massachusetts Institute of Technology;,United States;,Short,https://aclanthology.org/2023.acl-short.80/,https://aclanthology.org/2023.acl-short.80.pdf,,
9,A Call for Standardization and Validation of Text Style Transfer Evaluation,,Phil Ostheimer;Mayank Kumar Nagda;Marius Kloft;Sophie Fellenz;,Rheinland-Pfalz Technical University;,Germany;,Findings,https://aclanthology.org/2023.findings-acl.687/,https://aclanthology.org/2023.findings-acl.687.pdf,,
10,A Causal Framework to Quantify the Robustness of Mathematical Reasoning with Language Models,,Alessandro Stolfo;Zhijing Jin;Kumar Shridhar;Bernhard Schoelkopf;Mrinmaya Sachan;,ETH Zurich;,Switzerland;,Long,https://aclanthology.org/2023.acl-long.32/,https://aclanthology.org/2023.acl-long.32.pdf,,
11,A Cautious Generalization Goes a Long Way: Learning Morphophonological Rules,,Salam Khalifa;Sarah Payne;Jordan Kodner;Ellen Broselow;Owen Rambow;,University Affiliation Not Specified;Stony Brook University;,;United States;,Long,https://aclanthology.org/2023.acl-long.101/,https://aclanthology.org/2023.acl-long.101.pdf,,
