Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,(Real2Sim)−1: 3D Branch Point Cloud Completion for Robotic Pruning in Apple Orchards,,Tian Qiu;Alan Zoubi;Nikolai Spine;Lailiang Cheng;Yu Jiang;Tian Qiu;Alan Zoubi;Nikolai Spine;Lailiang Cheng;Yu Jiang;,Cornell University;,United States;,Poster,https://ieeexplore.ieee.org/document/10803058/,,,
2,2mm Diameter Continuum Robot Tools for Suturing in Open Spina Bifida Repair,,Arion Law;Nillan Nimal;Paul H. Kang;Radian Gondokaryono;James Drake;Tim Van Mieghem;Thomas Looi;Arion Law;Nillan Nimal;Paul H. Kang;Radian Gondokaryono;James Drake;Tim Van Mieghem;Thomas Looi;,Hospital for Sick Children;,Canada;,Poster,https://ieeexplore.ieee.org/document/10801699/,,,
3,3D Affordance Keypoint Detection for Robotic Manipulation,,Zhiyang Liu;Ruiteng Zhao;Lei Zhou;Chengran Yuan;Yuwei Wu;Sheng Guo;Zhengshen Zhang;Chenchen Liu;Marcelo H. Ang;Francis EH Tay;Zhiyang Liu;Ruiteng Zhao;Lei Zhou;Chengran Yuan;Yuwei Wu;Sheng Guo;Zhengshen Zhang;Chenchen Liu;Marcelo H. Ang;Francis EH Tay;,National University of Singapore;,Singapore;,Poster,https://ieeexplore.ieee.org/document/10801792/,,,
4,3D Global Path Planning for Walking Robots on Sparse Volumetric Maps,,Marvin Grosse Besselmann;Ramona Häuselmann;Samuel Mauch;Lennart Puck;Tristan Schnell;Arne Rönnau;Rüdiger Dillmann;Marvin Grosse Besselmann;Ramona Häuselmann;Samuel Mauch;Lennart Puck;Tristan Schnell;Arne Rönnau;Rüdiger Dillmann;,FZI Research Center for Information Technology;,Germany;,Poster,https://ieeexplore.ieee.org/document/10802767/,,,
5,3D Localization of Objects Buried within Granular Material Using a Distributed 3-Axis Tactile Sensor,,Zhengqi Chen;Elisabetta Versace;Lorenzo Jamone;Zhengqi Chen;Elisabetta Versace;Lorenzo Jamone;,Queen Mary University of London;,United Kingdom;,Poster,https://ieeexplore.ieee.org/document/10802276/,,,
6,3D Object Detection via Stereo Pyramid Transformers with Rich Semantic Feature Fusion,,Rongqi Gu;Chu Yang;Yaohan Lu;Peigen Liu;Fei Wu;Guang Chen;Rongqi Gu;Chu Yang;Yaohan Lu;Peigen Liu;Fei Wu;Guang Chen;,"Shanghai Westwell Technology Co., Ltd;Tongji University;",China;,Poster,https://ieeexplore.ieee.org/document/10802137/,,,
7,3D Object Visibility Prediction in Autonomous Driving,,Chuanyu Luo;Nuo Cheng;Ren Zhong;Haipeng Jiang;Wenyu Chen;Aoli Wang;Pu Li;Chuanyu Luo;Nuo Cheng;Ren Zhong;Haipeng Jiang;Wenyu Chen;Aoli Wang;Pu Li;,"Ilmenau University of Technology;Great Wall Motor Co., Ltd.;",Germany;China;,Poster,https://ieeexplore.ieee.org/document/10802014/,,,
8,3D Ultrasound Image Acquisition and Diagnostic Analysis of the Common Carotid Artery with a Portable Robotic Device,,Longyue Tan;Zhaokun Deng;Mingrui Hao;Pengcheng Zhang;Xilong Hou;Chen Chen;Xiaolin Gu;Xiao-Hu Zhou;Zeng-Guang Hou;Shuangyi Wang;Longyue Tan;Zhaokun Deng;Mingrui Hao;Pengcheng Zhang;Xilong Hou;Chen Chen;Xiaolin Gu;Xiao-Hu Zhou;Zeng-Guang Hou;Shuangyi Wang;,"University of Chinese Academy of Sciences;Hong Kong Institute of Science and Innovation, Chinese Academy of Sciences;Chinese Academy of Sciences;Lingshu Medical Company;",China;,Poster,https://ieeexplore.ieee.org/document/10802713/,,,
9,3D-BLUE: Backscatter Localization for Underwater Robotics,,Sayed Saad Afzal;Weitung Chen;Fadel Adib;Sayed Saad Afzal;Weitung Chen;Fadel Adib;,Massachusetts Institute of Technology;,United States;,Poster,https://ieeexplore.ieee.org/document/10801869/,,,
10,3DGS-Calib: 3D Gaussian Splatting for Multimodal SpatioTemporal Calibration,,Quentin Herau;Moussab Bennehar;Arthur Moreau;Nathan Piasco;Luis Roldão;Dzmitry Tsishkou;Cyrille Migniot;Pascal Vasseur;Cédric Demonceaux;Quentin Herau;Moussab Bennehar;Arthur Moreau;Nathan Piasco;Luis Roldão;Dzmitry Tsishkou;Cyrille Migniot;Pascal Vasseur;Cédric Demonceaux;,Université de Bourgogne;Huawei;Université de Picardie Jules Verne;,France;United Kingdom;,Poster,https://ieeexplore.ieee.org/document/10801360/,,,
11,3DR-DIFF: Blind Diffusion Inpainting for 3D Point Cloud Reconstruction and Segmentation,,K. T. Yasas Mahima;Asanka G. Perera;Sreenatha Anavatti;Matt Garratt;K. T. Yasas Mahima;Asanka G. Perera;Sreenatha Anavatti;Matt Garratt;,University of New South Wales;University of Southern Queensland;,Australia;,Poster,https://ieeexplore.ieee.org/document/10802338/,,,
12,6-DoF Grasp Detection in Clutter with Enhanced Receptive Field and Graspable Balance Sampling,,Hanwen Wang;Ying Zhang;Yunlong Wang;Jian Li;Hanwen Wang;Ying Zhang;Yunlong Wang;Jian Li;,Beijing University of Posts and Telecommunications;Chinese Academy of Sciences;,China;,Poster,https://ieeexplore.ieee.org/document/10802025/,,,
13,6D Variable Virtual Fixtures for Telemanipulated Insertion Tasks,,Stephan Andreas Schwarz;Ulrike Thomas;Stephan Andreas Schwarz;Ulrike Thomas;,Chemnitz University of Technology;,Germany;,Poster,https://ieeexplore.ieee.org/document/10801971/,,,
14,A ’MAP’ to find high-performing soft robot designs: Traversing complex design spaces using MAP-elites and Topology Optimization,,Yue Xie;Josh Pinskier;Lois Liow;David Howard;Fumiya Iida;Yue Xie;Josh Pinskier;Lois Liow;David Howard;Fumiya Iida;,University of Cambridge;CSIRO;,United Kingdom;Australia;,Poster,https://ieeexplore.ieee.org/document/10802427/,,,
15,A 6-DOF Double-layer Programmable Remote Center of Motion Robot for Vitreoretinal Surgery,,Chenyu Wang;Seong Young Ko;Chenyu Wang;Seong Young Ko;,Chonnam National University;,South Korea;,Poster,https://ieeexplore.ieee.org/document/10802216/,,,
