Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,360° Depth Estimation from Multiple Fisheye Images with Origami Crown Representation of Icosahedron,,Ren Komatsu;Hiromitsu Fujii;Yusuke Tamura;Atsushi Yamashita;Hajime Asama;Ren Komatsu;Hiromitsu Fujii;Yusuke Tamura;Atsushi Yamashita;Hajime Asama;,University of Tokyo;Chiba Institute of Technology;Tohoku University;,Japan;,Poster,https://ieeexplore.ieee.org/document/9340981/,,,
2,3D Coating Self-Assembly for Modular Robotic Scaffolds,,Pierre Thalamy;Benoît Piranda;Julien Bourgeois;Pierre Thalamy;Benoît Piranda;Julien Bourgeois;,FEMTO-ST Institute;,France;,Poster,https://ieeexplore.ieee.org/document/9341324/,,,
3,3D Gaze Estimation for Head-Mounted Devices based on Visual Saliency,,Meng Liu;You Fu Li;Hai Liu;Meng Liu;You Fu Li;Hai Liu;,City University of Hong Kong;Central China Normal University;,China;,Poster,https://ieeexplore.ieee.org/document/9341755/,,,
4,3D Localization of a Sound Source Using Mobile Microphone Arrays Referenced by SLAM,,Simon Michaud;Samuel Faucher;François Grondin;Jean-Samuel Lauzon;Mathieu Labbé;Dominic Létourneau;François Ferland;François Michaud;Simon Michaud;Samuel Faucher;François Grondin;Jean-Samuel Lauzon;Mathieu Labbé;Dominic Létourneau;François Ferland;François Michaud;,Université de Sherbrooke;,Canada;,Poster,https://ieeexplore.ieee.org/document/9341098/,,,
5,3D Multi-Object Tracking: A Baseline and New Evaluation Metrics,,Xinshuo Weng;Jianren Wang;David Held;Kris Kitani;Xinshuo Weng;Jianren Wang;David Held;Kris Kitani;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/9341164/,,,
6,3D Odor Source Localization using a Micro Aerial Vehicle: System Design and Performance Evaluation,,Chiara Ercolani;Alcherio Martinoli;Chiara Ercolani;Alcherio Martinoli;,EPFL;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/9341501/,,,
7,3D Printed Bio-Inspired Hair Sensor for Directional Airflow Sensing,,Keshav Rajasekaran;Hyung Dae Bae;Sarah Bergbreiter;Miao Yu;Keshav Rajasekaran;Hyung Dae Bae;Sarah Bergbreiter;Miao Yu;,University of Maryland;Howard University;Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/9340711/,,,
8,3DMotion-Net: Learning Continuous Flow Function for 3D Motion Prediction,,Shuaihang Yuan;Xiang Li;Anthony Tzes;Yi Fang;Shuaihang Yuan;Xiang Li;Anthony Tzes;Yi Fang;,New York University;,United States;,Poster,https://ieeexplore.ieee.org/document/9341671/,,,
9,50 Benchmarks for Anthropomorphic Hand Function-based Dexterity Classification and Kinematics-based Hand Design,,Jianshu Zhou;Yonghua Chen;Dickson Chun Fung Li;Yuan Gao;Yunquan Li;Shing Shin Cheng;Fei Chen;Yunhui Liu;Jianshu Zhou;Yonghua Chen;Dickson Chun Fung Li;Yuan Gao;Yunquan Li;Shing Shin Cheng;Fei Chen;Yunhui Liu;,Chinese University of Hong Kong;University of Hong Kong;,China;,Poster,https://ieeexplore.ieee.org/document/9340982/,,,
10,6D Pose Estimation for Flexible Production with Small Lot Sizes based on CAD Models using Gaussian Process Implicit Surfaces,,Jianjie Lin;Markus Rickert;Alois Knoll;Jianjie Lin;Markus Rickert;Alois Knoll;,Technische Universität München;,Germany;,Poster,https://ieeexplore.ieee.org/document/9341189/,,,
11,A Bayesian approach for gas source localization in large indoor environments,,Yaqub Aris Prabowo;Ravindra Ranasinghe;Gamini Dissanayake;Bambang Riyanto;Brian Yuliarto;Yaqub Aris Prabowo;Ravindra Ranasinghe;Gamini Dissanayake;Bambang Riyanto;Brian Yuliarto;,Institut Teknologi Bandung;University of Technology Sydney;,Indonesia;Australia;,Poster,https://ieeexplore.ieee.org/document/9341747/,,,
12,A Bayesian-Based Controller for Snake Robot Locomotion in Unstructured Environments,,Yuanyuan Jia;Shugen Ma;Yuanyuan Jia;Shugen Ma;,Ritsumeikan University;,Japan;,Poster,https://ieeexplore.ieee.org/document/9340722/,,,
