Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“Hammer: Robot Programming Interface for Common People”,,Alberto Brunete;Miguel Hernando;Ernesto Gambao;Alberto Brunete;Miguel Hernando;Ernesto Gambao;,Universidad Politecnica de Madrid;,Spain;,Poster,https://ieeexplore.ieee.org/document/8594453/,,,
2,“Oh! I am so sorry!”: Understanding User Physiological Variation while Spoiling a Game Task,,Roxana Agrigoroaie;Arturo Cruz-Maya;Adriana Tapus;Roxana Agrigoroaie;Arturo Cruz-Maya;Adriana Tapus;,Universite Paris-Saclay;,France;,Poster,https://ieeexplore.ieee.org/document/8593395/,,,
3,$\Phi$ Clust: Pheromone-Based Aggregation for Robotic Swarms,,Farshad Arvin;Ali Emre Turgut;Tomáš Krajník;Salar Rahimi;İlkin Ege Okay;Shigang Yue;Simon Watson;Barry Lennox;Farshad Arvin;Ali Emre Turgut;Tomáš Krajník;Salar Rahimi;İlkin Ege Okay;Shigang Yue;Simon Watson;Barry Lennox;,University of Manchester;Middle East Technical University;Czech Technical University;University of Lincoln;,United Kingdom;Türkiye;Czechia;,Poster,https://ieeexplore.ieee.org/document/8593961/,,,
4,3D Deep Object Recognition and Semantic Understanding for Visually-Guided Robotic Service,,Sukhan Lee;Ahmed M. Naguib;Naeem Ul Islam;Sukhan Lee;Ahmed M. Naguib;Naeem Ul Islam;,Sungkyunkwan University;,South Korea;,Poster,https://ieeexplore.ieee.org/document/8593985/,,,
5,3D Human Pose Estimation on a Configurable Bed from a Pressure Image,,Henry M. Clever;Ariel Kapusta;Daehyung Park;Zackory Erickson;Yash Chitalia;Charles C. Kemp;Henry M. Clever;Ariel Kapusta;Daehyung Park;Zackory Erickson;Yash Chitalia;Charles C. Kemp;,Georgia Institute of Technology;,United States;,Poster,https://ieeexplore.ieee.org/document/8593545/,,,
6,"3D Shape Perception from Monocular Vision, Touch, and Shape Priors",,Shaoxiong Wang;Jiajun Wu;Xingyuan Sun;Wenzhen Yuan;William T. Freeman;Joshua B. Tenenbaum;Edward H. Adelson;Shaoxiong Wang;Jiajun Wu;Xingyuan Sun;Wenzhen Yuan;William T. Freeman;Joshua B. Tenenbaum;Edward H. Adelson;,Massachusetts Institute of Technology;Shanghai Jiao Tong University;Google;,United States;China;,Poster,https://ieeexplore.ieee.org/document/8593430/,,,
7,3D Underground Mapping with a Mobile Robot and a GPR Antenna,,Georgios Kouros;Ioannis Kotavelis;Evangelos Skartados;Dimitrios Giakoumis;Dimitrios Tzovaras;Alessandro Simi;Guido Manacorda;Georgios Kouros;Ioannis Kotavelis;Evangelos Skartados;Dimitrios Giakoumis;Dimitrios Tzovaras;Alessandro Simi;Guido Manacorda;,Centre for Research and Technology Hellas;Hexagon;,Greece;Italy;,Poster,https://ieeexplore.ieee.org/document/8593848/,,,
8,3D-printed flexure-based finger joints for anthropomorphic hands,,L. Garcia;M. Naves;D.M. Brouwer;L. Garcia;M. Naves;D.M. Brouwer;,University of Twente;,Netherlands;,Poster,https://ieeexplore.ieee.org/document/8594102/,,,
9,A 3D Convolutional Neural Network Towards Real-Time Amodal 3D Object Detection,,Hao Sun;Zehui Meng;Xinxin Du;Marcelo H. Ang;Hao Sun;Zehui Meng;Xinxin Du;Marcelo H. Ang;,National University of Singapore;Massachusetts Institute of Technology;,Singapore;United States;,Poster,https://ieeexplore.ieee.org/document/8593837/,,,
10,A 3D Laparoscopic Imaging System Based on Stereo-Photogrammetry with Random Patterns,,Congying Sui;Zerui Wang;Yun-hui Liu;Congying Sui;Zerui Wang;Yun-hui Liu;,Chinese University of Hong Kong;,China;,Poster,https://ieeexplore.ieee.org/document/8593733/,,,
