Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,2-2D differential gear mechanism for robot moving inside pipelines,,Ho Moon Kim;Yun Seok Choi;Hyeong Min Mun;Seung Ung Yang;Chan Min Park;Hyouk Ryeol Choi;Ho Moon Kim;Yun Seok Choi;Hyeong Min Mun;Seung Ung Yang;Chan Min Park;Hyouk Ryeol Choi;,Sungkyunkwan University;,South Korea;,Poster,https://ieeexplore.ieee.org/document/7353515/,,,
2,2D-SDF-SLAM: A signed distance function based SLAM frontend for laser scanners,,Joscha-David Fossel;Karl Tuyls;Jürgen Sturm;Joscha-David Fossel;Karl Tuyls;Jürgen Sturm;,University of Liverpool;Meta;,United Kingdom;Germany;,Poster,https://ieeexplore.ieee.org/document/7353633/,,,
3,3-D exploration with an air-ground robotic system,,Jonathan Butzke;Andrew Dornbush;Maxim Likhachev;Jonathan Butzke;Andrew Dornbush;Maxim Likhachev;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/7353827/,,,
4,3-DOF point cloud registration using congruent triangles,,Xiaolong Wang;Hong Zhang;Guohua Peng;Xiaolong Wang;Hong Zhang;Guohua Peng;,Northwestern Polytechnical University;University of Alberta;,China;Canada;,Poster,https://ieeexplore.ieee.org/document/7353632/,,,
5,3D path planning with continuous bounded curvature and pitch angle profiles using 7th order curves,,Armando Alves Neto;Douglas G. Macharet;Mario F. M. Campos;Armando Alves Neto;Douglas G. Macharet;Mario F. M. Campos;,Universidade Federal de Sao Joao del-Rei;Universidade Federal de Minas Gerais;,Brazil;,Poster,https://ieeexplore.ieee.org/document/7354069/,,,
6,3D pose estimation with one plane correspondence using kinect and IMU,,HyunGi Cho;Suyong Yeon;Hyunga Choi;Nakju Lett Doh;HyunGi Cho;Suyong Yeon;Hyunga Choi;Nakju Lett Doh;,Korea University;,South Korea;,Poster,https://ieeexplore.ieee.org/document/7353636/,,,
7,3D printed soft skin for safe human-robot interaction,,Joohyung Kim;Alexander Alspach;Katsu Yamane;Joohyung Kim;Alexander Alspach;Katsu Yamane;,Disney Research;,United States;,Poster,https://ieeexplore.ieee.org/document/7353705/,,,
8,3D Selective Search for obtaining object candidates,,Asako Kanezaki;Tatsuya Harada;Asako Kanezaki;Tatsuya Harada;,University of Tokyo;,Japan;,Poster,https://ieeexplore.ieee.org/document/7353358/,,,
9,3D Sensor planning framework for leaf probing,,Sergi Foix;Guillem Alenyà;Carme Torras;Sergi Foix;Guillem Alenyà;Carme Torras;,Institut de Robotica i Informatica Industrial;,Spain;,Poster,https://ieeexplore.ieee.org/document/7354306/,,,
10,A 7.5mm Steiner chain fibre-optic system for multi-segment flex sensing,,S. Sareh;Y. Noh;T. Ranzani;H. Wurdemann;H. Liu;K. Althoefer;S. Sareh;Y. Noh;T. Ranzani;H. Wurdemann;H. Liu;K. Althoefer;,King's College London;Harvard University;,United Kingdom;United States;,Poster,https://ieeexplore.ieee.org/document/7353692/,,,
