Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,2-DOF Robot Arm with Variable Torque Limiters Realized by Electrostatic Film Motors,,Masahiko Osada;Guangwei Zhang;Shunsuke Yoshimoto;Akio Yamamoto;Masahiko Osada;Guangwei Zhang;Shunsuke Yoshimoto;Akio Yamamoto;,Honda R&D Co. Ltd.;University of Tokyo;,Japan;,Poster,https://ieeexplore.ieee.org/document/10341997/,,,
2,360FusionNeRF: Panoramic Neural Radiance Fields with Joint Guidance,,Shreyas Kulkarni;Peng Yin;Sebastian Scherer;Shreyas Kulkarni;Peng Yin;Sebastian Scherer;,Indian Institute of Technology Madras;Carnegie Mellon University;,India;United States;,Poster,https://ieeexplore.ieee.org/document/10341346/,,,
3,3D Laser-and-Tissue Agnostic Data-Driven Method for Robotic Laser Surgical Planning,,Guangshen Ma;Ravi Prakash;Brian Mann;Weston Ross;Patrick Codd;Guangshen Ma;Ravi Prakash;Brian Mann;Weston Ross;Patrick Codd;,Duke University;,United States;,Poster,https://ieeexplore.ieee.org/document/10341343/,,,
4,3D Skeletonization of Complex Grapevines for Robotic Pruning,,Eric Schneider;Sushanth Jayanth;Abhisesh Silwal;George Kantor;Eric Schneider;Sushanth Jayanth;Abhisesh Silwal;George Kantor;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/10341828/,,,
5,3D-Aware Object Localization using Gaussian Implicit Occupancy Function,,Vincent Gaudillière;Leo Pauly;Arunkumar Rathinam;Albert Garcia Sanchez;Mohamed Adel Musallam;Djamila Aouada;Vincent Gaudillière;Leo Pauly;Arunkumar Rathinam;Albert Garcia Sanchez;Mohamed Adel Musallam;Djamila Aouada;,University of Luxembourg;,Luxembourg;,Poster,https://ieeexplore.ieee.org/document/10342399/,,,
6,6D Object Pose Estimation from Approximate 3D Models for Orbital Robotics,,Maximilian Ulmer;Maximilian Durner;Martin Sundermeyer;Manuel Stoiber;Rudolph Triebel;Maximilian Ulmer;Maximilian Durner;Martin Sundermeyer;Manuel Stoiber;Rudolph Triebel;,German Aerospace Center;Technical University of Munich;,Germany;,Poster,https://ieeexplore.ieee.org/document/10341511/,,,
7,A Bayesian Reinforcement Learning Method for Periodic Robotic Control Under Significant Uncertainty,,Yuanyuan Jia;Pedro Miguel Uriguen Eljuri;Tadahiro Taniguchi;Yuanyuan Jia;Pedro Miguel Uriguen Eljuri;Tadahiro Taniguchi;,Ritsumeikan University;,Japan;,Poster,https://ieeexplore.ieee.org/document/10342166/,,,
8,A Bio-Inspired Robotic Finger: Mechanics and Control,,Worathris Chungsangsatiporn;Ratchatin Chancharoen;Worathris Chungsangsatiporn;Ratchatin Chancharoen;,Chulalongkorn University;,Thailand;,Poster,https://ieeexplore.ieee.org/document/10342443/,,,
9,A Bioinspired Underactuated Dual Tendon-Based Adaptive Gripper for Space Applications,,Hamid Isakhani;Samia Nefti-Meziani;Steve Davis;Helya Isakhani;Hamid Isakhani;Samia Nefti-Meziani;Steve Davis;Helya Isakhani;,University of Salford;University of Birmingham;Rebelya Graphics LTD;,United Kingdom;,Poster,https://ieeexplore.ieee.org/document/10342142/,,,
10,A Cartesian Platform for Cooperative Multi-Robot Manipulation Tasks,,Silvio Müller;Stefan Ilić;Vincenzo Scamarcio;Josie Hughes;Silvio Müller;Stefan Ilić;Vincenzo Scamarcio;Josie Hughes;,Unknown Institution;;,,Poster,https://ieeexplore.ieee.org/document/10342469/,,,
11,A Co-Simulation Framework for Communication and Control in Autonomous Multi-Robot Systems,,Srikrishna Acharya;Mukunda Bharatheesha;Yogesh Simmhan;Bharadwaj Amrutur;Srikrishna Acharya;Mukunda Bharatheesha;Yogesh Simmhan;Bharadwaj Amrutur;,Indian Institute of Science;,India;,Poster,https://ieeexplore.ieee.org/document/10342407/,,,
12,A Comparison Between Framed-Based and Event-Based Cameras for Flapping-Wing Robot Perception,,R. Tapia;J.P. Rodríguez-Gómez;J.A. Sanchez-Diaz;F.J. Gañán;I.G. Rodríguez;J. Luna-Santamaria;J.R. Martínez-De Dios;A. Ollero;R. Tapia;J.P. Rodríguez-Gómez;J.A. Sanchez-Diaz;F.J. Gañán;I.G. Rodríguez;J. Luna-Santamaria;J.R. Martínez-De Dios;A. Ollero;,Universidad de Sevilla;,Spain;,Poster,https://ieeexplore.ieee.org/document/10342500/,,,
13,A Complementarity-Based Switch-Fuse System for Improved Visual Place Recognition,,Maria Waheed;Sania Waheed;Michael Milford;Klaus McDonald-Maier;Shoaib Ehsan;Maria Waheed;Sania Waheed;Michael Milford;Klaus McDonald-Maier;Shoaib Ehsan;,University of Essex;Korea Advanced Institute of Science and Technology;Queensland University of Technology;University of Southampton;,United Kingdom;South Korea;Australia;,Poster,https://ieeexplore.ieee.org/document/10341876/,,,
14,A Composite Control Strategy for Quadruped Robot by Integrating Reinforcement Learning and Model-Based Control,,Shangke Lyu;Han Zhao;Donglin Wang;Shangke Lyu;Han Zhao;Donglin Wang;,Westlake Institute for Advanced Study;,China;,Poster,https://ieeexplore.ieee.org/document/10341908/,,,
15,A Data-Driven Approach to Synthesizing Dynamics-Aware Trajectories for Underactuated Robotic Systems,,Anusha Srikanthan;Fengjun Yang;Igor Spasojevic;Dinesh Thakur;Vijay Kumar;Nikolai Matni;Anusha Srikanthan;Fengjun Yang;Igor Spasojevic;Dinesh Thakur;Vijay Kumar;Nikolai Matni;,University of Pennsylvania;University City Science Center;,United States;,Poster,https://ieeexplore.ieee.org/document/10341651/,,,
16,A Decision Tree-based Monitoring and Recovery Framework for Autonomous Robots with Decision Uncertainties,,Rahul Peddi;Nicola Bezzo;Rahul Peddi;Nicola Bezzo;,University of Virginia;,United States;,Poster,https://ieeexplore.ieee.org/document/10342207/,,,
17,A Distributed Scheduling Method for Networked UAV Swarm based on Computing for Communication,,Runfeng Chen;Jie Li;Yiting Chen;Yuchong Huang;Runfeng Chen;Jie Li;Yiting Chen;Yuchong Huang;,National University of Defense Technology;,China;,Poster,https://ieeexplore.ieee.org/document/10342228/,,,
18,A Dynamic Programming Algorithm for Grid-Based Formation Planning of Multiple Vehicles,,Tsz-Chiu Au;Tsz-Chiu Au;,Ulsan National Institute of Science and Technology;,South Korea;,Poster,https://ieeexplore.ieee.org/document/10341481/,,,
19,A Fabrication and Simulation Recipe for Untethering Soft-Rigid Robots with Cable-Driven Stiffness Modulation,,James M. Bern;Zach J. Patterson;Leonardo Zamora Yañez;Kristoff K. Misquitta;Daniela Rus;James M. Bern;Zach J. Patterson;Leonardo Zamora Yañez;Kristoff K. Misquitta;Daniela Rus;,Massachusetts Institute of Technology;,United States;,Poster,https://ieeexplore.ieee.org/document/10341630/,,,
20,A Fast and Map-Free Model for Trajectory Prediction in Traffics,,Junhong Xiang;Jingmin Zhang;Zhixiong Nan;Junhong Xiang;Jingmin Zhang;Zhixiong Nan;,Chongqing University;China Ordnance Industries;,China;,Poster,https://ieeexplore.ieee.org/document/10342199/,,,
21,A Fast Steerable Soft Robot for Navigating a Pipe Network,,Ian Stewart;Phanindra Tallapragada;Ian Stewart;Phanindra Tallapragada;,Clemson University;,United States;,Poster,https://ieeexplore.ieee.org/document/10341708/,,,
22,A Finite-Time State-Dependent Differential Riccati Equation Control Design for Closed-Loop SMA-Actuated Hip Joint,,V. Perez-Sanchez;S. R. Nekoo;B. Arrue;A. Ollero;V. Perez-Sanchez;S. R. Nekoo;B. Arrue;A. Ollero;,Universidad de Sevilla;,Spain;,Poster,https://ieeexplore.ieee.org/document/10341562/,,,
