Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“Look at this!” learning to guide visual saliency in human-robot interaction,,Boris Schauerte;Rainer Stiefelhagen;Boris Schauerte;Rainer Stiefelhagen;,Karlsruhe Institute of Technology;,Germany;,Poster,https://ieeexplore.ieee.org/document/6942680/,,,
2,2D-3D camera fusion for visual odometry in outdoor environments,,Danda Pani Paudel;Cédric Demonceaux;Adlane Habed;Pascal Vasseur;In So Kweon;Danda Pani Paudel;Cédric Demonceaux;Adlane Habed;Pascal Vasseur;In So Kweon;,University of Burgundy;University of Strasbourg;University of Rouen;KAIST;,France;South Korea;,Poster,https://ieeexplore.ieee.org/document/6942555/,,,
3,3D dynamics of bipedal running: Effects of step width on an amputee-inspired robot,,Timothy Sullivan;Justin Seipel;Timothy Sullivan;Justin Seipel;,"University of California, San Diego;Purdue University;",United States;,Poster,https://ieeexplore.ieee.org/document/6942672/,,,
4,3D spatial self-organization of a modular artificial skin,,Philipp Mittendorfer;Emmanuel Dean;Gordon Cheng;Philipp Mittendorfer;Emmanuel Dean;Gordon Cheng;,Technische Universität München;,Germany;,Poster,https://ieeexplore.ieee.org/document/6943120/,,,
5,3D trajectory synthesis and control for a legged swimming robot,,David Meger;Florian Shkurti;David Cortés Poza;Philippe Giguère;Gregory Dudek;David Meger;Florian Shkurti;David Cortés Poza;Philippe Giguère;Gregory Dudek;,McGill University;Université Laval;,Canada;,Poster,https://ieeexplore.ieee.org/document/6942867/,,,
6,3D-SLIP steering for high-speed humanoid turns,,Patrick M. Wensing;David E. Orin;Patrick M. Wensing;David E. Orin;,Ohio State University;,United States;,Poster,https://ieeexplore.ieee.org/document/6943126/,,,
7,6D image-based visual servoing for robot manipulators with uncalibrated stereo cameras,,Caixia Cai;Emmanuel Dean-León;Nikhil Somani;Alois Knoll;Caixia Cai;Emmanuel Dean-León;Nikhil Somani;Alois Knoll;,Technische Universität München;Technischen Universität München;,Germany;,Poster,https://ieeexplore.ieee.org/document/6942640/,,,
8,6D proximity servoing for preshaping and haptic exploration using capacitive tactile proximity sensors,,Stefan Escaida Navarro;Martin Schonert;Björn Hein;Heinz Wörn;Stefan Escaida Navarro;Martin Schonert;Björn Hein;Heinz Wörn;,Karlsruhe Institute of Technology;,Germany;,Poster,https://ieeexplore.ieee.org/document/6942533/,,,
9,A 3D motion planning framework for snake robots,,Pål Liljebäck;Kristin Y. Pettersen;Øyvind Stavdahl;Jan Tommy Gravdahl;Pål Liljebäck;Kristin Y. Pettersen;Øyvind Stavdahl;Jan Tommy Gravdahl;,Norwegian University of Science and Technology;,Norway;,Poster,https://ieeexplore.ieee.org/document/6942695/,,,
10,A biomechanical model describing tangential tissue deformations during contact micro-probe scanning,,Benoît Rosa;Jérôme Szewczyk;Guillaume Morel;Benoît Rosa;Jérôme Szewczyk;Guillaume Morel;,KU Leuven;AGATHE-ISIR;,Belgium;France;,Poster,https://ieeexplore.ieee.org/document/6943174/,,,
