Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,"""Pretending to be Okay in a Sad Voice"": Social Robot’s Usage of Verbal and Nonverbal Cue Combination and its Effect on Human Empathy and Behavior Inducement",,Byeong June Moon;JongSuk Choi;Sonya S. Kwak;Byeong June Moon;JongSuk Choi;Sonya S. Kwak;,Seoul National University;Korea Institute of Science and Technology;,South Korea;,Poster,https://ieeexplore.ieee.org/document/9636709/,,,
2,"""Safe Skin"" - A Low-Cost Capacitive Proximity-Force-Fusion Sensor for Safety in Robots",,Zhen Wang;Heyang Gao;Alexander Schmitz;Sophon Somlor;Tito Pradhono Tomo;Shigeki Sugano;Zhen Wang;Heyang Gao;Alexander Schmitz;Sophon Somlor;Tito Pradhono Tomo;Shigeki Sugano;,Waseda University;,Japan;,Poster,https://ieeexplore.ieee.org/document/9636308/,,,
3,3D Ensemble-Based Online Oceanic Flow Field Estimation for Underwater Glider Path Planning,,Felix H. Kong;K. Y. Cadmus To;Gary Brassington;Stuart Anstee;Robert Fitch;Felix H. Kong;K. Y. Cadmus To;Gary Brassington;Stuart Anstee;Robert Fitch;,University of Technology Sydney;Australian Bureau of Meteorology;Defence Science and Technology Group;,Australia;,Poster,https://ieeexplore.ieee.org/document/9636692/,,,
4,3D Human Reconstruction in the Wild with Collaborative Aerial Cameras,,Cherie Ho;Andrew Jong;Harry Freeman;Rohan Rao;Rogerio Bonatti;Sebastian Scherer;Cherie Ho;Andrew Jong;Harry Freeman;Rohan Rao;Rogerio Bonatti;Sebastian Scherer;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/9636745/,,,
5,3D Radar Velocity Maps for Uncertain Dynamic Environments,,Ransalu Senanayake;Kyle Beltran Hatch;Jason Zheng;Mykel J. Kochenderfer;Ransalu Senanayake;Kyle Beltran Hatch;Jason Zheng;Mykel J. Kochenderfer;,Stanford University;,United States;,Poster,https://ieeexplore.ieee.org/document/9636019/,,,
6,3D Reactive Control and Frontier-Based Exploration for Unstructured Environments,,Shakeeb Ahmad;Andrew B. Mills;Eugene R. Rush;Eric W. Frew;J. Sean Humbert;Shakeeb Ahmad;Andrew B. Mills;Eugene R. Rush;Eric W. Frew;J. Sean Humbert;,University of Colorado Boulder;,United States;,Poster,https://ieeexplore.ieee.org/document/9636575/,,,
7,3D-FFS: Faster 3D object detection with Focused Frustum Search in sensor fusion based networks,,Aniruddha Ganguly;Tasin Ishmam;Khandker Aftarul Islam;Md Zahidur Rahman;Md. Shamsuzzoha Bayzid;Aniruddha Ganguly;Tasin Ishmam;Khandker Aftarul Islam;Md Zahidur Rahman;Md. Shamsuzzoha Bayzid;,Bangladesh University of Engineering and Technology;Amazon;,Bangladesh;United States;,Poster,https://ieeexplore.ieee.org/document/9636244/,,,
8,A Bio-Inspired Multi-Sensor System for Robust Orientation and Position Estimation,,Jia Xie;Xiaofeng He;Jun Mao;Lilian Zhang;Guoliang Han;Wenzhou Zhou;Xiaoping Hu;Jia Xie;Xiaofeng He;Jun Mao;Lilian Zhang;Guoliang Han;Wenzhou Zhou;Xiaoping Hu;,National University of Defense Technology;,China;,Poster,https://ieeexplore.ieee.org/document/9635932/,,,
9,A Caging Inspired Gripper using Flexible Fingers and a Movable Palm,,Luke Beddow;Helge Wurdemann;Dimitrios Kanoulas;Luke Beddow;Helge Wurdemann;Dimitrios Kanoulas;,University College London;,United Kingdom;,Poster,https://ieeexplore.ieee.org/document/9635873/,,,
10,A Collaborative Visual SLAM Framework for Service Robots,,Ming Ouyang;Xuesong Shi;Yujie Wang;Yuxin Tian;Yingzhe Shen;Dawei Wang;Peng Wang;Zhiqiang Cao;Ming Ouyang;Xuesong Shi;Yujie Wang;Yuxin Tian;Yingzhe Shen;Dawei Wang;Peng Wang;Zhiqiang Cao;,University of Chinese Academy of Sciences;Intel;,China;,Poster,https://ieeexplore.ieee.org/document/9636798/,,,
