Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“I'm Confident This Will End Poorly”: Robot Proficiency Self-Assessment in Human-Robot Teaming,,Nicholas Conlon;Daniel Szafir;Nisar Ahmed;Nicholas Conlon;Daniel Szafir;Nisar Ahmed;,University of Colorado at Boulder;University of North Carolina at Chapel Hill;,United States;,Poster,https://ieeexplore.ieee.org/document/9981653/,,,
2,2D vs. 3D LiDAR-based Person Detection on Mobile Robots,,Dan Jia;Alexander Hermans;Bastian Leibe;Dan Jia;Alexander Hermans;Bastian Leibe;,RWTH Aachen University;,Germany;,Poster,https://ieeexplore.ieee.org/document/9981519/,,,
3,360ST-Mapping: An Online Semantics-Guided Topological Mapping Module for Omnidirectional Visual SLAM,,Hongji Liu;Huajian Huang;Sai-Kit Yeung;Ming Liu;Hongji Liu;Huajian Huang;Sai-Kit Yeung;Ming Liu;,Hong Kong University of Science and Technology;,China;,Poster,https://ieeexplore.ieee.org/document/9982142/,,,
4,3D Human Pose Estimation in Weightless Environments Using a Fisheye Camera,,Koji Minoda;Takehisa Yairi;Koji Minoda;Takehisa Yairi;,University of Tokyo;,Japan;,Poster,https://ieeexplore.ieee.org/document/9982265/,,,
5,3D Lidar Reconstruction with Probabilistic Depth Completion for Robotic Navigation,,Yifu Tao;Marija Popović;Yiduo Wang;Sundara Tejaswi Digumarti;Nived Chebrolu;Maurice Fallon;Yifu Tao;Marija Popović;Yiduo Wang;Sundara Tejaswi Digumarti;Nived Chebrolu;Maurice Fallon;,University of Oxford;University of Bonn;,United Kingdom;Germany;,Poster,https://ieeexplore.ieee.org/document/9981531/,,,
6,3D Object Aided Self-Supervised Monocular Depth Estimation,,Songlin Wei;Guodong Chen;Wenzheng Chi;Zhenhua Wang;Lining Sun;Songlin Wei;Guodong Chen;Wenzheng Chi;Zhenhua Wang;Lining Sun;,Soochow University;,China;,Poster,https://ieeexplore.ieee.org/document/9981590/,,,
7,3D Single-Object Tracking with Spatial-Temporal Data Association,,Yongchang Zhang;Hanbing Niu;Yue Guo;Wenhao He;Yongchang Zhang;Hanbing Niu;Yue Guo;Wenhao He;,University of Chinese Academy of Sciences;University of Electronic Science and Technology of China;Chinese Academy of Sciences;,China;,Poster,https://ieeexplore.ieee.org/document/9981905/,,,
8,3D visual-based tension control in strip-like deformable objects using a catenary model,,N. Roca Filella;A. Koessler;B.C. Bouzgarrou;J.-A. Corrales Ramon;N. Roca Filella;A. Koessler;B.C. Bouzgarrou;J.-A. Corrales Ramon;,Université Clermont Auvergne;Université de Lorraine;Universidade de Santiago de Compostela;,France;Spain;,Poster,https://ieeexplore.ieee.org/document/9982197/,,,
9,3D-printable low-reduction cycloidal gearing for robotics,,Wesley Roozing;Glenn Roozing;Wesley Roozing;Glenn Roozing;,University of Twente;Auto Elect B.V.;,Netherlands;,Poster,https://ieeexplore.ieee.org/document/9982006/,,,
10,6-DoF Pose Estimation of Household Objects for Robotic Manipulation: An Accessible Dataset and Benchmark,,Stephen Tyree;Jonathan Tremblay;Thang To;Jia Cheng;Terry Mosier;Jeffrey Smith;Stan Birchfield;Stephen Tyree;Jonathan Tremblay;Thang To;Jia Cheng;Terry Mosier;Jeffrey Smith;Stan Birchfield;,NVIDIA;,United States;,Poster,https://ieeexplore.ieee.org/document/9981838/,,,
