Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“Anti-fatigue” control for over-actuated bionic arm with muscle force constraints,,Haiwei Dong;Setareh Yazdkhasti;Nadia Figueroa;Abdulmotaleb El Saddik;Haiwei Dong;Setareh Yazdkhasti;Nadia Figueroa;Abdulmotaleb El Saddik;,New York University;Al Ghurair University;University of Ottawa;,United Arab Emirates;Canada;,Poster,https://ieeexplore.ieee.org/document/6696373/,,,
2,"“You two! Take off!”: Creating, modifying and commanding groups of robots using face engagement and indirect speech in voice commands",,Shokoofeh Pourmehr;Valiallah Mani Monajjemi;Richard Vaughan;Greg Mori;Shokoofeh Pourmehr;Valiallah Mani Monajjemi;Richard Vaughan;Greg Mori;,Simon Fraser University;,Canada;,Poster,https://ieeexplore.ieee.org/document/6696344/,,,
3,1 MS tracking of target boundaries using contour propagation,,Niklas Bergström;Masatoshi Ishikawa;Niklas Bergström;Masatoshi Ishikawa;,University of Tokyo;,Japan;,Poster,https://ieeexplore.ieee.org/document/6696656/,,,
4,2-DOF synchronous electrostatic actuator with transparent electrodes arranged in checkerboard patterns,,Takuya Hosobata;Akio Yamamoto;Toshiro Higuchi;Takuya Hosobata;Akio Yamamoto;Toshiro Higuchi;,University of Tokyo;,Japan;,Poster,https://ieeexplore.ieee.org/document/6697066/,,,
5,3D motion estimation based on pitch and azimuth from respective camera and laser rangefinder sensing,,Van-Dung Hoang;Danilo Cáceres Hernández;My-Ha Le;Kang-Hyun Jo;Van-Dung Hoang;Danilo Cáceres Hernández;My-Ha Le;Kang-Hyun Jo;,University of Ulsan;,South Korea;,Poster,https://ieeexplore.ieee.org/document/6696433/,,,
6,3D path planning and execution for search and rescue ground robots,,Francis Colas;Srivatsa Mahesh;François Pomerleau;Ming Liu;Roland Siegwart;Francis Colas;Srivatsa Mahesh;François Pomerleau;Ming Liu;Roland Siegwart;,ETH Zurich;Eidgenossische Technische Hochschule Zurich;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/6696431/,,,
7,3D perception for accurate row following: Methodology and results,,Ji Zhang;Andrew Chambers;Silvio Maeta;Marcel Bergerman;Sanjiv Singh;Ji Zhang;Andrew Chambers;Silvio Maeta;Marcel Bergerman;Sanjiv Singh;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/6697124/,,,
8,4DoF drift free navigation using inertial cues and optical flow,,Stephan Weiss;Roland Brockers;Larry Matthies;Stephan Weiss;Roland Brockers;Larry Matthies;,California Institute of Technology;,United States;,Poster,https://ieeexplore.ieee.org/document/6696955/,,,
9,6DOF iterative closest point matching considering a priori with maximum a posteriori estimation,,Yoshitaka Hara;Shigeru Bando;Takashi Tsuboucffl;Akira Oshima;Itaru Kitahara;Yoshinari Kameda;Yoshitaka Hara;Shigeru Bando;Takashi Tsuboucffl;Akira Oshima;Itaru Kitahara;Yoshinari Kameda;,University of Tsukuba;Doog Inc.;,Japan;,Poster,https://ieeexplore.ieee.org/document/6696954/,,,
10,A 3T2R parallel and partially decoupled kinematic architecture,,Matteo Malosio;Simone Pio Negri;Nicola Pedrocchi;Federico Vicentini;Lorenzo Molinari Tosatti;Matteo Malosio;Simone Pio Negri;Nicola Pedrocchi;Federico Vicentini;Lorenzo Molinari Tosatti;,University of Brescia;Italian National Research Council;,Italy;,Poster,https://ieeexplore.ieee.org/document/6696389/,,,
11,A 4-point algorithm for relative pose estimation of a calibrated camera with a known relative rotation angle,,Bo Li;Lionel Heng;Gim Hee Lee;Marc Pollefeys;Bo Li;Lionel Heng;Gim Hee Lee;Marc Pollefeys;,ETH Zurich;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/6696562/,,,
12,A back-end L1 norm based solution for factor graph SLAM,,J. J Casafranca;L. M Paz;P. Piniés;J. J Casafranca;L. M Paz;P. Piniés;,Universidad de Zaragoza;,Spain;,Poster,https://ieeexplore.ieee.org/document/6696326/,,,
13,A bilinear formulation for the motion planning of non-holonomic parallel orienting platforms,,Patrick Grosch;Federico Thomas;Patrick Grosch;Federico Thomas;,Institut de Robotica i Informatica Industrial;,Spain;,Poster,https://ieeexplore.ieee.org/document/6696465/,,,
14,A case study of trajectory transfer through non-rigid registration for a simplified suturing scenario,,John Schulman;Ankush Gupta;Sibi Venkatesan;Mallory Tayson-Frederick;Pieter Abbeel;John Schulman;Ankush Gupta;Sibi Venkatesan;Mallory Tayson-Frederick;Pieter Abbeel;,"University of California, Berkeley;",United States;,Poster,https://ieeexplore.ieee.org/document/6696945/,,,
15,A communication-bandwidth-aware hybrid estimation framework for multi-robot cooperative localization,,Esha D. Nerurkar;Stergios I. Roumeliotis;Esha D. Nerurkar;Stergios I. Roumeliotis;,University of Minnesota;,United States;,Poster,https://ieeexplore.ieee.org/document/6696535/,,,
16,A comparison of scale estimation schemes for a quadrotor UAV based on optical flow and IMU measurements,,Volker Grabe;Heinrich H. Bülthoff;Paolo Robuffo Giordano;Volker Grabe;Heinrich H. Bülthoff;Paolo Robuffo Giordano;,Institute for Biological Cybernetics;Korea University;University of Rennes 1;,Germany;South Korea;France;,Poster,https://ieeexplore.ieee.org/document/6697107/,,,
17,A compliant humanoid walking strategy based on the switching of state feedback gravity compensation controllers,,Emmanouil Spyrakos-Papastavridis;Gustavo A. Medrano-Cerda;Nikos G. Tsagarakis;Jian S. Dai;Darwin G. Caldwell;Emmanouil Spyrakos-Papastavridis;Gustavo A. Medrano-Cerda;Nikos G. Tsagarakis;Jian S. Dai;Darwin G. Caldwell;,Istituto Italiano di Tecnologia;King's College London;,Italy;United Kingdom;,Poster,https://ieeexplore.ieee.org/document/6696874/,,,
18,A computationally efficient algorithm for state-to-state quadrocopter trajectory generation and feasibility verification,,Mark W. Mueller;Markus Hehn;Raffaello D'Andrea;Mark W. Mueller;Markus Hehn;Raffaello D'Andrea;,ETH Zurich;Eidgenossische Technische Hochschule Zurich;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/6696852/,,,
19,A constraint-based strategy for task-consistent safe human-robot interaction,,Nicola Maria Ceriani;Andrea Maria Zanchettin;Paolo Rocco;Andreas Stolt;Anders Robertsson;Nicola Maria Ceriani;Andrea Maria Zanchettin;Paolo Rocco;Andreas Stolt;Anders Robertsson;,Politecnico di Milano;Lund University;,Italy;Sweden;,Poster,https://ieeexplore.ieee.org/document/6697022/,,,
20,A cooperatively controlled robot for ultrasound monitoring of radiation therapy,,H. Tutkun Sen;Muyinatu A. Lediju Bell;Iulian Iordachita;John Wong;Peter Kazanzides;H. Tutkun Sen;Muyinatu A. Lediju Bell;Iulian Iordachita;John Wong;Peter Kazanzides;,Johns Hopkins University;Johns Hopkins Hospital;,United States;,Poster,https://ieeexplore.ieee.org/document/6696791/,,,
21,A CPG-based locomotion control architecture for hexapod robot,,Haitao Yu;Wei Guo;Jing Deng;Mantian Li;Hegao Cai;Haitao Yu;Wei Guo;Jing Deng;Mantian Li;Hegao Cai;,Harbin Institute of Technology;,China;,Poster,https://ieeexplore.ieee.org/document/6697170/,,,
22,A data-driven kinematic model of the human hand with soft-tissue artifact compensation mechanism for grasp synergy analysis,,Marco Gabiccini;Georg Stillfried;Hamal Marino;Matteo Bianchi;Marco Gabiccini;Georg Stillfried;Hamal Marino;Matteo Bianchi;,Universita degli Studi di Pisa;German Aerospace Center;Istituto Italiano di Tecnologia;,Italy;Germany;,Poster,https://ieeexplore.ieee.org/document/6696890/,,,
23,A device for mimicking the contact force/contact area relationship of different materials with applications to softness rendering,,Alessandro Serio;Matteo Bianchi;Antonio Bicchi;Alessandro Serio;Matteo Bianchi;Antonio Bicchi;,Università di Pisa;,Italy;,Poster,https://ieeexplore.ieee.org/document/6697001/,,,
24,A disturbance observer for the sigma.7 haptic device,,Andreas Tobergte;Patrick Helmer;Andreas Tobergte;Patrick Helmer;,DLR-German Aerospace Center;Force Dimension;,Germany;Switzerland;,Poster,https://ieeexplore.ieee.org/document/6697073/,,,
25,A dynamic active constraints approach for hands-on robotic surgery,,Joshua G. Petersen;Ferdinando Rodriguez Baena;Joshua G. Petersen;Ferdinando Rodriguez Baena;,Imperial College London;,United Kingdom;,Poster,https://ieeexplore.ieee.org/document/6696617/,,,
26,A fast motion planning algorithm for car parking based on static optimization,,Patrik Zips;Martin Bock;Andreas Kugi;Patrik Zips;Martin Bock;Andreas Kugi;,Vienna University of Technology;,Austria;,Poster,https://ieeexplore.ieee.org/document/6696692/,,,
27,A fast multi-camera tracking system with heterogeneous lenses,,Xiaorong Zhao;Qingyi Gu;Tadayoshi Aoyama;Takeshi Takaki;Idaku Ishii;Xiaorong Zhao;Qingyi Gu;Tadayoshi Aoyama;Takeshi Takaki;Idaku Ishii;,Wuhan University of Technology;Idaku Ishii;,China;;,Poster,https://ieeexplore.ieee.org/document/6696733/,,,
28,A fast streaming spanner algorithm for incrementally constructing sparse roadmaps,,Weifu Wang;Devin Balkcom;Amit Chakrabarti;Weifu Wang;Devin Balkcom;Amit Chakrabarti;,Dartmouth College;,United States;,Poster,https://ieeexplore.ieee.org/document/6696511/,,,
29,A feed-forward neural network learning the inverse kinetics of a soft cable-driven manipulator moving in three-dimensional space,,Michele Giorelli;Federico Renda;Gabriele Ferri;Cecilia Laschi;Michele Giorelli;Federico Renda;Gabriele Ferri;Cecilia Laschi;,BioRobotics Institute;,Italy;,Poster,https://ieeexplore.ieee.org/document/6697084/,,,
30,A flying robot with adaptive morphology for multi-modal locomotion,,Ludovic Daler;Julien Lecoeur;Patrizia Bernadette Hählen;Dario Floreano;Ludovic Daler;Julien Lecoeur;Patrizia Bernadette Hählen;Dario Floreano;,EPFL;Ecole Polytechnique Federale de Lausanne;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/6696526/,,,
31,A frequency domain iterative feed-forward learning scheme for high performance periodic quadrocopter maneuvers,,Markus Hehn;Raffaello D'Andrea;Markus Hehn;Raffaello D'Andrea;,ETH Zurich;Eidgenossische Technische Hochschule Zurich;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/6696700/,,,
32,A gain-scheduling approach to model human simultaneous visual tracking and balancing,,Adina M. Panchea;Nacim Ramdani;Philippe Fraisse;Sukyung Park;Adina M. Panchea;Nacim Ramdani;Philippe Fraisse;Sukyung Park;,ENSI de Bourges;University of Montpellier;Korea Advanced Institute of Science and Technology;,France;South Korea;,Poster,https://ieeexplore.ieee.org/document/6696577/,,,
33,A general tactile approach for grasping unknown objects with a humanoid robot,,Philipp Mittendorfer;Eichii Yoshida;Thomas Moulard;Gordon Cheng;Philipp Mittendorfer;Eichii Yoshida;Thomas Moulard;Gordon Cheng;,Technische Universität München;CNRS-AIST Joint Robotics Laboratory;,Germany;Japan;,Poster,https://ieeexplore.ieee.org/document/6697040/,,,
34,A global control scheme for free-floating vehicle-manipulators,,Olivier Kermorgant;Yvan Pétillot;Matt Dunnigan;Olivier Kermorgant;Yvan Pétillot;Matt Dunnigan;,INRIA;Heriot-Watt University;,France;United Kingdom;,Poster,https://ieeexplore.ieee.org/document/6697081/,,,
35,A hybrid algorithm for coverage path planning with imperfect sensors,,Michael Morin;Irène Abi-Zeid;Yvan Petillot;Claude-Guy Quimper;Michael Morin;Irène Abi-Zeid;Yvan Petillot;Claude-Guy Quimper;,Université Laval;Heriot-Watt University;,Canada;United Kingdom;,Poster,https://ieeexplore.ieee.org/document/6697225/,,,
36,A jumping robotic insect based on a torque reversal catapult mechanism,,Je-sung Koh;Sun-pil Jung;Robert J. Wood;Kyu-jin Cho;Je-sung Koh;Sun-pil Jung;Robert J. Wood;Kyu-jin Cho;,Seoul National University;Harvard University;,South Korea;United States;,Poster,https://ieeexplore.ieee.org/document/6696899/,,,
37,A large-area tactile force sensor for measuring ground reaction forces from small legged robots,,Shivam S. Desai;Asa M. Eckert-Erdheim;Aaron M. Hoover;Shivam S. Desai;Asa M. Eckert-Erdheim;Aaron M. Hoover;,Olin College of Engineering;,United States;,Poster,https://ieeexplore.ieee.org/document/6697041/,,,
38,A learning-based approach to robust binaural sound localization,,Karim Youssef;Sylvain Argentieri;Jean-Luc Zarader;Karim Youssef;Sylvain Argentieri;Jean-Luc Zarader;,CNRS;,France;,Poster,https://ieeexplore.ieee.org/document/6696771/,,,
39,A learning-free method for anthropomorphic grasping,,David Flavigné;Véronique Perdereau;David Flavigné;Véronique Perdereau;,Université Pierre et Marie Curie;,France;,Poster,https://ieeexplore.ieee.org/document/6696779/,,,
