Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,3-D Reconstruction Using Monocular Camera and Lights: Multi-View Photometric Stereo for Non-Stationary Robots,,Monika Roznere;Philippos Mordohai;Ioannis Rekleitis;Alberto Quattrini Li;Monika Roznere;Philippos Mordohai;Ioannis Rekleitis;Alberto Quattrini Li;,Dartmouth College;Stevens Institute of Technology;University of South Carolina;,United States;,Poster,https://ieeexplore.ieee.org/document/10160459/,,,
2,3-Dimensional Sonic Phase-invariant Echo Localization,,Christopher Hahne;Christopher Hahne;,University of Bern;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/10161199/,,,
3,3D Reconstruction of Tibia and Fibula using One General Model and Two X-ray Images,,Kai Pan;Shuai Zhang;Liang Zhao;Shoudong Huang;Yanhao Zhang;Hua Wang;Qi Luo;Kai Pan;Shuai Zhang;Liang Zhao;Shoudong Huang;Yanhao Zhang;Hua Wang;Qi Luo;,University of Technology Sydney;Australian National University;Shenzhen People's Hospital;,Australia;China;,Poster,https://ieeexplore.ieee.org/document/10161467/,,,
4,3D Reconstruction-Based Seed Counting of Sorghum Panicles for Agricultural Inspection,,Harry Freeman;Eric Schneider;Chung Hee Kim;Moonyoung Lee;George Kantor;Harry Freeman;Eric Schneider;Chung Hee Kim;Moonyoung Lee;George Kantor;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/10161400/,,,
5,3D Spectral Domain Registration-Based Visual Servoing,,Maxime Adjigble;Brahim Tamadazte;Cristiana de Farias;Rustam Stolkin;Naresh Marturi;Maxime Adjigble;Brahim Tamadazte;Cristiana de Farias;Rustam Stolkin;Naresh Marturi;,University of Birmingham;Sorbonne Université;,United Kingdom;France;,Poster,https://ieeexplore.ieee.org/document/10160430/,,,
6,3D VSG: Long-term Semantic Scene Change Prediction through 3D Variable Scene Graphs,,Samuel Looper;Javier Rodriguez-Puigvert;Roland Siegwart;Cesar Cadena;Lukas Schmid;Samuel Looper;Javier Rodriguez-Puigvert;Roland Siegwart;Cesar Cadena;Lukas Schmid;,ETH Zurich;Universidad de Zaragoza;Massachusetts Institute of Technology;,Switzerland;Spain;United States;,Poster,https://ieeexplore.ieee.org/document/10161212/,,,
7,3D-DAT: 3D-Dataset Annotation Toolkit for Robotic Vision,,Markus Suchi;Bernhard Neuberger;Amanzhol Salykov;Jean-Baptiste Weibel;Timothy Patten;Markus Vincze;Markus Suchi;Bernhard Neuberger;Amanzhol Salykov;Jean-Baptiste Weibel;Timothy Patten;Markus Vincze;,TU Wien;University of Technology Sydney;,Austria;Australia;,Poster,https://ieeexplore.ieee.org/document/10160669/,,,
8,3D-Printed Adaptive Microgripper Driven by Thin-Film NiTi Actuators,,Sukjun Kim;Sarah Bergbreiter;Sukjun Kim;Sarah Bergbreiter;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/10160829/,,,
9,3DMODT: Attention-Guided Affinities for Joint Detection & Tracking in 3D Point Clouds,,Jyoti Kini;Ajmal Mian;Mubarak Shah;Jyoti Kini;Ajmal Mian;Mubarak Shah;,University of Central Florida;University of Western Australia;,United States;Australia;,Poster,https://ieeexplore.ieee.org/document/10160305/,,,
10,3DSGrasp: 3D Shape-Completion for Robotic Grasp,,Seyed S. Mohammadi;Nuno F. Duarte;Dimitrios Dimou;Yiming Wang;Matteo Taiana;Pietro Morerio;Atabak Dehban;Plinio Moreno;Alexandre Bernardino;Alessio Del Bue;José Santos-Victor;Seyed S. Mohammadi;Nuno F. Duarte;Dimitrios Dimou;Yiming Wang;Matteo Taiana;Pietro Morerio;Atabak Dehban;Plinio Moreno;Alexandre Bernardino;Alessio Del Bue;José Santos-Victor;,Istituto Italiano di Tecnologia;Universidade de Lisboa;Fondazione Bruno Kessler;,Italy;Portugal;,Poster,https://ieeexplore.ieee.org/document/10160350/,,,
