Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,2D high speed force feedback teleoperation of optical tweezers,,Zhenjiang Ni;Cécile Pacoret;Ryad Benosman;Stéphane Régnier;Zhenjiang Ni;Cécile Pacoret;Ryad Benosman;Stéphane Régnier;,Sorbonne Universite;Université Pierre et Marie Curie;,France;,Poster,https://ieeexplore.ieee.org/document/6630799/,,,
2,3-D motion estimation and online temporal calibration for camera-IMU systems,,Mingyang Li;Anastasios I. Mourikis;Mingyang Li;Anastasios I. Mourikis;,"University of California, Riverside;",United States;,Poster,https://ieeexplore.ieee.org/document/6631398/,,,
3,3D fabrication and manipulation of hybrid nanorobots by laser,,Shota Fukada;Kazuhisa Onda;Hisataka Maruyama;Taisuke Masuda;Fumihito Arai;Shota Fukada;Kazuhisa Onda;Hisataka Maruyama;Taisuke Masuda;Fumihito Arai;,Nagoya University;,Japan;,Poster,https://ieeexplore.ieee.org/document/6630932/,,,
4,3D flexible needle steering in soft-tissue phantoms using Fiber Bragg Grating sensors,,Momen Abayazid;Marco Kemp;Sarthak Misra;Momen Abayazid;Marco Kemp;Sarthak Misra;,University of Twente;,Netherlands;,Poster,https://ieeexplore.ieee.org/document/6631418/,,,
5,"3D modeling, distance and gradient computation for motion planning: A direct GPGPU approach",,René Wagner;Udo Frese;Berthold Bäuml;René Wagner;Udo Frese;Berthold Bäuml;,German Aerospace Center (DLR) Institute of Robotics and Mechatronics;German Research Center for Artificial Intelligence;German Aerospace Center (DLR);,Germany;,Poster,https://ieeexplore.ieee.org/document/6631080/,,,
6,3D non-rigid deformable surface estimation without feature correspondence,,Bryan Willimon;Ian Walker;Stan Birchfield;Bryan Willimon;Ian Walker;Stan Birchfield;,Clemson University;,United States;,Poster,https://ieeexplore.ieee.org/document/6630641/,,,
7,3D scan registration using the Normal Distributions Transform with ground segmentation and point cloud clustering,,Arun Das;James Servos;Steven L. Waslander;Arun Das;James Servos;Steven L. Waslander;,University of Waterloo;,Canada;,Poster,https://ieeexplore.ieee.org/document/6630874/,,,
8,3D spatial relationships for improving object detection,,Tristram Southey;James J. Little;Tristram Southey;James J. Little;,University of British Columbia;,Canada;,Poster,https://ieeexplore.ieee.org/document/6630568/,,,
9,3D thermal mapping of building interiors using an RGB-D and thermal camera,,Stephen Vidas;Peyman Moghadam;Michael Bosse;Stephen Vidas;Peyman Moghadam;Michael Bosse;,Queensland University of Technology;CSIRO;,Australia;,Poster,https://ieeexplore.ieee.org/document/6630890/,,,
10,A 3D motion tracking method based on Nonparametric Belief Propagation,,Gisele Simas;Rodrigo de Bem;Silvia Botelho;Gisele Simas;Rodrigo de Bem;Silvia Botelho;,Universidade Federal do Rio Grande;,Brazil;,Poster,https://ieeexplore.ieee.org/document/6630786/,,,
11,A 3D-point-cloud feature for human-pose estimation,,Kai-Chi Chan;Cheng-Kok Koh;C. S. George Lee;Kai-Chi Chan;Cheng-Kok Koh;C. S. George Lee;,Purdue University;,United States;,Poster,https://ieeexplore.ieee.org/document/6630787/,,,
12,A ball-shaped underwater robot for direct inspection of nuclear reactors and other water-filled infrastructure,,Anirban Mazumdar;Aaron Fittery;Wyatt Ubellacker;H. Harry Asada;Anirban Mazumdar;Aaron Fittery;Wyatt Ubellacker;H. Harry Asada;,Massachusetts Institute of Technology;,United States;,Poster,https://ieeexplore.ieee.org/document/6631054/,,,
