Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“The World Is Its Own Best Model”: Robust Real-World Manipulation Through Online Behavior Selection,,Manuel Baum;Oliver Brock;Manuel Baum;Oliver Brock;,Science of Intelligence;,Germany;,Poster,https://ieeexplore.ieee.org/document/9811845/,,,
2,1D-LRF Aided Visual-Inertial Odometry for High-Altitude MAV Flight,,Jiaxin Hu;Jun Hu;Yunjun Shen;Xiaoming Lang;Bo Zang;Guoquan Huang;Yinian Mao;Jiaxin Hu;Jun Hu;Yunjun Shen;Xiaoming Lang;Bo Zang;Guoquan Huang;Yinian Mao;,Meituan;,China;,Poster,https://ieeexplore.ieee.org/document/9811757/,,,
3,360VO: Visual Odometry Using A Single 360 Camera,,Huajian Huang;Sai-Kit Yeung;Huajian Huang;Sai-Kit Yeung;,Hong Kong University of Science and Technology;,China;,Poster,https://ieeexplore.ieee.org/document/9812203/,,,
4,3D Perception based Imitation Learning under Limited Demonstration for Laparoscope Control in Robotic Surgery,,Bin Li;Ruofeng Wei;Jiaqi Xu;Bo Lu;Chi Hang Yee;Chi Fai Ng;Pheng-Ann Heng;Qi Dou;Yun-Hui Liu;Bin Li;Ruofeng Wei;Jiaqi Xu;Bo Lu;Chi Hang Yee;Chi Fai Ng;Pheng-Ann Heng;Qi Dou;Yun-Hui Liu;,Chinese University of Hong Kong;City University of Hong Kong;,China;,Poster,https://ieeexplore.ieee.org/document/9812010/,,,
5,3D Printing of Concrete with a Continuum Robot Hose Using Variable Curvature Kinematics,,Manu Srivastava;Jake Ammons;Abdul B. Peerzada;Venkat N. Krovi;Prasad Rangaraju;Ian D. Walker;Manu Srivastava;Jake Ammons;Abdul B. Peerzada;Venkat N. Krovi;Prasad Rangaraju;Ian D. Walker;,Clemson University;,United States;,Poster,https://ieeexplore.ieee.org/document/9812123/,,,
6,A beetle-claw inspired miniature mesh climbing robot,,Hong Wang;Yao Li;Bing Li;Hong Wang;Yao Li;Bing Li;,Harbin Institute of Technology;,China;,Poster,https://ieeexplore.ieee.org/document/9812229/,,,
7,A Benchmark Comparison of Learned Control Policies for Agile Quadrotor Flight,,Elia Kaufmann;Leonard Bauersfeld;Davide Scaramuzza;Elia Kaufmann;Leonard Bauersfeld;Davide Scaramuzza;,University of Zurich;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/9811564/,,,
8,A Collision-Free MPC for Whole-Body Dynamic Locomotion and Manipulation,,Jia-Ruei Chiu;Jean-Pierre Sleiman;Mayank Mittal;Farbod Farshidian;Marco Hutter;Jia-Ruei Chiu;Jean-Pierre Sleiman;Mayank Mittal;Farbod Farshidian;Marco Hutter;,ETH Zurich;NVIDIA;,Switzerland;United States;,Poster,https://ieeexplore.ieee.org/document/9812280/,,,
9,A Colored Petri Net Model for Control Problem of Border Crossing Under Constraints,,Hela Kadri;Simon Collart-Dutilleul;Philippe Bon;Rochdi Merzouki;Hela Kadri;Simon Collart-Dutilleul;Philippe Bon;Rochdi Merzouki;,Université de Lille;Université de Gustave Eiffel;,France;,Poster,https://ieeexplore.ieee.org/document/9811549/,,,
10,A Continuous Learning Approach for Probabilistic Human Motion Prediction,,Jie Xu;Shihong Wang;Xingyu Chen;Jiahao Zhang;Xuguang Lan;Nanning Zheng;Jie Xu;Shihong Wang;Xingyu Chen;Jiahao Zhang;Xuguang Lan;Nanning Zheng;,Xi'an Jiao Tong University;,China;,Poster,https://ieeexplore.ieee.org/document/9811906/,,,
