Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,"1STAR, A one-actuator steerable robot",,David Zarrouk;Ronald S. Fearing;David Zarrouk;Ronald S. Fearing;,"Ben Gurion University;University of California, Berkeley;",Israel;United States;,Poster,https://ieeexplore.ieee.org/document/6907226/,,,
2,2-Point-based outlier rejection for camera-IMU systems with applications to micro aerial vehicles,,Chiara Troiani;Agostino Martinelli;Christian Laugier;Davide Scaramuzza;Chiara Troiani;Agostino Martinelli;Christian Laugier;Davide Scaramuzza;,INRIA;University of Zurich;,France;Switzerland;,Poster,https://ieeexplore.ieee.org/document/6907672/,,,
3,3D assembly of cellular structures with coordinated manipulation by rail-guided multi-microrobotic system,,Huaping Wang;Tao Yue;Masahiro Nakajima;Masaru Takeuchi;Pei Di;Tao Sun;Qiang Huang;Toshio Fukuda;Huaping Wang;Tao Yue;Masahiro Nakajima;Masaru Takeuchi;Pei Di;Tao Sun;Qiang Huang;Toshio Fukuda;,Beijing Institute of Technology;Nagoya University;Meijo University;,China;Japan;,Poster,https://ieeexplore.ieee.org/document/6907262/,,,
4,3D object recognition by geometric context and Gaussian-Mixture-Model-based plane classification,,Xiangfei Qian;Cang Ye;Xiangfei Qian;Cang Ye;,University of Arkansas at Little Rock;,United States;,Poster,https://ieeexplore.ieee.org/document/6907426/,,,
5,3D path planning of a laser manipulation robotic system for tooth preparing,,Lei Ma;Dangxiao Wang;Yuru Zhang;Lei Wang;Peijun Lv;Yuchun Sun;Lei Ma;Dangxiao Wang;Yuru Zhang;Lei Wang;Peijun Lv;Yuchun Sun;,Beihang University;Peking University;,China;,Poster,https://ieeexplore.ieee.org/document/6907113/,,,
6,3D printing with flying robots,,Graham Hunt;Faidon Mitzalis;Talib Alhinai;Paul A Hooper;Mirko Kovac;Graham Hunt;Faidon Mitzalis;Talib Alhinai;Paul A Hooper;Mirko Kovac;,Nanchang Normal University;Imperial College London;,China;United Kingdom;,Poster,https://ieeexplore.ieee.org/document/6907515/,,,
7,3D reconstruction of freely moving persons for re-identification with a depth sensor,,Matteo Munaro;Alberto Basso;Andrea Fossati;Luc Van Gool;Emanuele Menegatti;Matteo Munaro;Alberto Basso;Andrea Fossati;Luc Van Gool;Emanuele Menegatti;,University of Padua;ETH Zurich;,Italy;Switzerland;,Poster,https://ieeexplore.ieee.org/document/6907518/,,,
8,3D SPIHT for multi-lead ECG compression,,Sani M. Isa;Wisnu Jatmiko;Aniati Murni Arymurthy;Sani M. Isa;Wisnu Jatmiko;Aniati Murni Arymurthy;,University of Indonesia;,Indonesia;,Poster,https://ieeexplore.ieee.org/document/6906900/,,,
9,"A benchmark for RGB-D visual odometry, 3D reconstruction and SLAM",,Ankur Handa;Thomas Whelan;John McDonald;Andrew J. Davison;Ankur Handa;Thomas Whelan;John McDonald;Andrew J. Davison;,Imperial College London;National University of Ireland Maynooth;,United Kingdom;Ireland;,Poster,https://ieeexplore.ieee.org/document/6907054/,,,
10,A bio-inspired swimming robot,,Zongyao Chen;Xinghua Jia;Andrew Riedel;Mingjun Zhang;Zongyao Chen;Xinghua Jia;Andrew Riedel;Mingjun Zhang;,University of Tennessee;,United States;,Poster,https://ieeexplore.ieee.org/document/6907221/,,,
11,A body weight support system extension to control lateral forces: Realization and validation,,Dario Wyss;Volker Bartenbach;Andrew Pennycott;Robert Riener;Heike Vallery;Dario Wyss;Volker Bartenbach;Andrew Pennycott;Robert Riener;Heike Vallery;,University of Zurich;Technical University;,Switzerland;;,Poster,https://ieeexplore.ieee.org/document/6906630/,,,
12,A chase-game to teach children on a robot to follow moving objects,,Jiyeon Kang;Samuel Logan;James C. Galloway;Sunil K. Agrawal;Jiyeon Kang;Samuel Logan;James C. Galloway;Sunil K. Agrawal;,Columbia University;University of Delaware;,United States;,Poster,https://ieeexplore.ieee.org/document/6906615/,,,
13,A comparative study on PCA and LDA based EMG pattern recognition for anthropomorphic robotic hand,,Daohui Zhang;Xingang Zhao;Jianda Han;Yiwen Zhao;Daohui Zhang;Xingang Zhao;Jianda Han;Yiwen Zhao;,Chinese Academy of Sciences;,China;,Poster,https://ieeexplore.ieee.org/document/6907569/,,,
14,A comparison of SLAM algorithms with range only sensors,,F. Herranz;A. Llamazares;E. Molinos;M. Ocaña;F. Herranz;A. Llamazares;E. Molinos;M. Ocaña;,University of Alcala;,Spain;,Poster,https://ieeexplore.ieee.org/document/6907532/,,,
15,A competitive online algorithm for exploring a solar map,,Patrick A. Plonski;Volkan Isler;Patrick A. Plonski;Volkan Isler;,University of Minnesota;,United States;,Poster,https://ieeexplore.ieee.org/document/6907706/,,,
16,A complete algorithm for visibility-based pursuit-evasion with multiple pursuers,,Nicholas M. Stiffler;Jason M. O'Kane;Nicholas M. Stiffler;Jason M. O'Kane;,University of South Carolina;,United States;,Poster,https://ieeexplore.ieee.org/document/6907074/,,,
17,A compliant multi-module robot for climbing big step-like obstacles,,S. Avinash;A. Srivastava;A. Purohit;S. V. Shah;K. Madhava Krishna;S. Avinash;A. Srivastava;A. Purohit;S. V. Shah;K. Madhava Krishna;,University of Tokyo;Keio University;Indian Meteorological Department;International Institute of Information Technology Hyderabad;,Japan;India;,Poster,https://ieeexplore.ieee.org/document/6907348/,,,
18,A compliant underactuated hand with suction flow for underwater mobile manipulation,,Hannah S. Stuart;Shiquan Wang;Bayard Gardineer;David L. Christensen;Daniel M. Aukes;Mark Cutkosky;Hannah S. Stuart;Shiquan Wang;Bayard Gardineer;David L. Christensen;Daniel M. Aukes;Mark Cutkosky;,Stanford University;,United States;,Poster,https://ieeexplore.ieee.org/document/6907847/,,,
19,A computational tool to improve flapping efficiency of robotic insects,,Yufeng Chen;Alexis Lussier Desbiens;Robert J Wood;Yufeng Chen;Alexis Lussier Desbiens;Robert J Wood;,Harvard University;,United States;,Poster,https://ieeexplore.ieee.org/document/6907085/,,,
20,A concurrent real-time biologically-inspired visual object recognition system,,Andreas Holzbach;Gordon Cheng;Andreas Holzbach;Gordon Cheng;,Technische Universität München;,Germany;,Poster,https://ieeexplore.ieee.org/document/6907319/,,,
21,A connectionist actor-critic algorithm for faster learning and biological plausibility,,Leonard Johard;Emanuele Ruffaldi;Leonard Johard;Emanuele Ruffaldi;,PERCRO;,Italy;,Poster,https://ieeexplore.ieee.org/document/6907425/,,,
22,A continuous dynamic model for an omnidirectional mobile robot,,Chao Ren;Shugen Ma;Chao Ren;Shugen Ma;,Ritsumeikan University;Tianjin University;,Japan;China;,Poster,https://ieeexplore.ieee.org/document/6907279/,,,
23,A controller for stable grasping and desired finger shaping without contact sensing,,M. Grammatikopoulou;E. Psomopoulou;L. Droukas;Z. Doulgeri;M. Grammatikopoulou;E. Psomopoulou;L. Droukas;Z. Doulgeri;,Aristotle University of Thessaloniki;,Greece;,Poster,https://ieeexplore.ieee.org/document/6907389/,,,
24,A decentralized algorithm for area surveillance missions using a team of aerial robots with different sensing capabilities,,Jose J. Acevedo;Begoña C. Arrue;Ivan Maza;Anibal Ollero;Jose J. Acevedo;Begoña C. Arrue;Ivan Maza;Anibal Ollero;,Universidad de Sevilla;,Spain;,Poster,https://ieeexplore.ieee.org/document/6907552/,,,
25,A distributed model predictive control approach for robust postural stability of a humanoid robot,,Aurelien Ibanez;Philippe Bidaud;Vincent Padois;Aurelien Ibanez;Philippe Bidaud;Vincent Padois;,Sorbonne Universités;,France;,Poster,https://ieeexplore.ieee.org/document/6906610/,,,
26,A dynamic and uncalibrated method to visually servo-control elastic deformations by fully-constrained robotic grippers,,David Navarro-Alarcon;Yun-hui Liu;David Navarro-Alarcon;Yun-hui Liu;,Chinese University of Hong Kong;,China;,Poster,https://ieeexplore.ieee.org/document/6907509/,,,
27,A dynamical characterization of internally-actuated microgravity mobility systems,,Adam W. Koenig;Marco Pavone;Julie C. Castillo-Rogez;Issa A. D. Nesnas;Adam W. Koenig;Marco Pavone;Julie C. Castillo-Rogez;Issa A. D. Nesnas;,Stanford University;California Institute of Technology;,United States;,Poster,https://ieeexplore.ieee.org/document/6907836/,,,
28,"A fast, GPU-based geometrical placement planner for unknown sensor-modelled objects and placement areas",,Johannes Baumgartl;Tim Werner;Per Kaminsky;Dominik Henrich;Johannes Baumgartl;Tim Werner;Per Kaminsky;Dominik Henrich;,Beijing University of Chemical Technology;Unknown Affiliation;;,China;;,Poster,https://ieeexplore.ieee.org/document/6907058/,,,
29,A feature-based approach to people re-identification using skeleton keypoints,,Matteo Munaro;Stefano Ghidoni;Deniz Tartaro Dizmen;Emanuele Menegatti;Matteo Munaro;Stefano Ghidoni;Deniz Tartaro Dizmen;Emanuele Menegatti;,University of Padua;,Italy;,Poster,https://ieeexplore.ieee.org/document/6907689/,,,
30,A flying saucer lifted with Coandă effect,,Seonhye Han;Hyunyong Lee;Hyoju Lee;Jaehyeok Jeon;Choonghan Lee;Yong Bum Kim;Hyouk Ryeol Choi;Seonhye Han;Hyunyong Lee;Hyoju Lee;Jaehyeok Jeon;Choonghan Lee;Yong Bum Kim;Hyouk Ryeol Choi;,Sungkyunkwan University;,South Korea;,Poster,https://ieeexplore.ieee.org/document/6907219/,,,
31,A foldable stereo vision unit for Single Port Access Laparoscopy,,Kai Xu;Jiangran Zhao;Zhengchen Dai;Kai Xu;Jiangran Zhao;Zhengchen Dai;,Shanghai Jiao Tong University;,China;,Poster,https://ieeexplore.ieee.org/document/6907467/,,,
32,A framework of model checking guided test vector generation for the 6DOF manipulator,,Yilin Lu;Yong Guan;Xiaojuan Li;Rui Wang;Jie Zhang;Yilin Lu;Yong Guan;Xiaojuan Li;Rui Wang;Jie Zhang;,Capital Normal University;University of Tennessee;,China;United States;,Poster,https://ieeexplore.ieee.org/document/6907479/,,,
