Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,$L_{1}$ Robustness of Computed Torque Method for Robot Manipulators,,Jung Hoon Kim;Sung-moon Hur;Yonghwan Oh;Jung Hoon Kim;Sung-moon Hur;Yonghwan Oh;,Korea Institute of Science and Technology;Seoul National University;,South Korea;,Poster,https://ieeexplore.ieee.org/document/8461170/,,,
2,1-Actuator 3-DoF Manipulation Using a Virtual Turntable Based on Differential Friction Surface,,Kohei Yamaguchi;Mitsuru Higashimori;Kohei Yamaguchi;Mitsuru Higashimori;,Osaka University;,Japan;,Poster,https://ieeexplore.ieee.org/document/8460634/,,,
3,2D SLAM Correction Prediction in Large Scale Urban Environments,,Zayed Alsayed;Guillaume Bresson;Anne Verroust-Blondet;Fawzi Nashashibi;Zayed Alsayed;Guillaume Bresson;Anne Verroust-Blondet;Fawzi Nashashibi;,INRIA;Institut VEDECOM;,France;,Poster,https://ieeexplore.ieee.org/document/8460773/,,,
4,3D Human Pose Estimation in RGBD Images for Robotic Task Learning,,Christian Zimmermann;Tim Welschehold;Christian Dornhege;Wolfram Burgard;Thomas Brox;Christian Zimmermann;Tim Welschehold;Christian Dornhege;Wolfram Burgard;Thomas Brox;,University of Freiburg;,Germany;,Poster,https://ieeexplore.ieee.org/document/8462833/,,,
5,3D Lidar-IMU Calibration Based on Upsampled Preintegrated Measurements for Motion Distortion Correction,,Cedric Le Gentil;Teresa Vidal-Calleja;Shoudong Huang;Cedric Le Gentil;Teresa Vidal-Calleja;Shoudong Huang;,University of Technology Sydney;,Australia;,Poster,https://ieeexplore.ieee.org/document/8460179/,,,
6,3DOF Pedestrian Trajectory Prediction Learned from Long-Term Autonomous Mobile Robot Deployment Data,,Li Sun;Zhi Yan;Sergi Molina Mellado;Marc Hanheide;Tom Duckett;Li Sun;Zhi Yan;Sergi Molina Mellado;Marc Hanheide;Tom Duckett;,University of Lincoln;University of Technology of Belfort-Montbéliard;,United Kingdom;France;,Poster,https://ieeexplore.ieee.org/document/8461228/,,,
7,A Benchmark Comparison of Monocular Visual-Inertial Odometry Algorithms for Flying Robots,,Jeffrey Delmerico;Davide Scaramuzza;Jeffrey Delmerico;Davide Scaramuzza;,University of Zurich;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/8460664/,,,
8,A Controlled-Delay Event Camera Framework for On-Line Robotics,,Arren Glover;Valentina Vasco;Chiara Bartolozzi;Arren Glover;Valentina Vasco;Chiara Bartolozzi;,Istituto Italiano di Tecnologia;,Italy;,Poster,https://ieeexplore.ieee.org/document/8460541/,,,
9,A Data-driven Model for Interaction-Aware Pedestrian Motion Prediction in Object Cluttered Environments,,Mark Pfeiffer;Giuseppe Paolo;Hannes Sommer;Juan Nieto;Rol Siegwart;Cesar Cadena;Mark Pfeiffer;Giuseppe Paolo;Hannes Sommer;Juan Nieto;Rol Siegwart;Cesar Cadena;,ETH Zurich;Eidgenossische Technische Hochschule Zurich;,Switzerland;,Poster,https://ieeexplore.ieee.org/document/8461157/,,,
10,A Deep Incremental Boltzmann Machine for Modeling Context in Robots,,Fethiye Irmak Doğan;Hande Çelikkanat;Sinan Kalkan;Fethiye Irmak Doğan;Hande Çelikkanat;Sinan Kalkan;,Middle East Technical University;University of Helsinki;,Türkiye;Finland;,Poster,https://ieeexplore.ieee.org/document/8462925/,,,
11,A Deep Learning Based Behavioral Approach to Indoor Autonomous Navigation,,G. Sepulveda;J. C. Niebles;A. Soto;G. Sepulveda;J. C. Niebles;A. Soto;,Pontificia Universidad Catolica de Chile;Stanford University;,Chile;United States;,Poster,https://ieeexplore.ieee.org/document/8460646/,,,
12,A Deep Learning-Based Stalk Grasping Pipeline,,Tanvir Parhar;Harjatin Baweja;Merritt Jenkins;George Kantor;Tanvir Parhar;Harjatin Baweja;Merritt Jenkins;George Kantor;,Carnegie Mellon University;,United States;,Poster,https://ieeexplore.ieee.org/document/8460597/,,,
13,A Delay Compensation Approach for Pan-Tilt-Unit-based Stereoscopic 360 Degree Telepresence Systems Using Head Motion Prediction,,Tamay Aykut;Chenxi Zou;Jingyi Xu;Dominik Van Opdenbosch;Eckehard Steinbach;Tamay Aykut;Chenxi Zou;Jingyi Xu;Dominik Van Opdenbosch;Eckehard Steinbach;,Technical University of Munich;,Germany;,Poster,https://ieeexplore.ieee.org/document/8460750/,,,
