Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“Touching to See” and “Seeing to Feel”: Robotic Cross-modal Sensory Data Generation for Visual-Tactile Perception,,Jet-Tsyn Lee;Danushka Bollegala;Shan Luo;Jet-Tsyn Lee;Danushka Bollegala;Shan Luo;,University of Liverpool;,United Kingdom;,Poster,https://ieeexplore.ieee.org/document/8793763/,,,
2,1-Actuator 3-DoF Manipulation Using an Underactuated Mechanism with Multiple Nonparallel and Viscoelastic Passive Joints,,Taisuke Kurita;Mitsuru Higashimori;Taisuke Kurita;Mitsuru Higashimori;,Osaka University;,Japan;,Poster,https://ieeexplore.ieee.org/document/8794157/,,,
3,2D LiDAR Map Prediction via Estimating Motion Flow with GRU,,Yafei Song;Yonghong Tian;Gang Wang;Mingyang Li;Yafei Song;Yonghong Tian;Gang Wang;Mingyang Li;,Alibaba Group;Peking University;,China;,Poster,https://ieeexplore.ieee.org/document/8793490/,,,
4,2D3D-Matchnet: Learning To Match Keypoints Across 2D Image And 3D Point Cloud,,Mengdan Feng;Sixing Hu;Marcelo H Ang;Gim Hee Lee;Mengdan Feng;Sixing Hu;Marcelo H Ang;Gim Hee Lee;,National University of Singapore;,Singapore;,Poster,https://ieeexplore.ieee.org/document/8794415/,,,
5,3D Control of Rotating Millimeter-Scale Swimmers Through Obstacles,,Julien Leclerc;Haoran Zhao;Aaron T. Becker;Julien Leclerc;Haoran Zhao;Aaron T. Becker;,University of Houston;,United States;,Poster,https://ieeexplore.ieee.org/document/8794045/,,,
6,3D Keypoint Repeatability for Heterogeneous Multi-Robot SLAM,,Elizabeth R. Boroson;Nora Ayanian;Elizabeth R. Boroson;Nora Ayanian;,University of Southern California;,United States;,Poster,https://ieeexplore.ieee.org/document/8793609/,,,
7,3D Printed Ferrofluid Based Soft Actuators,,Ela Sachyani Keneth;Alexander R. Epstein;Michal Soreni Harari;Ryan St. Pierre;Shlomo Magdassi;Sarah Bergbreiter;Ela Sachyani Keneth;Alexander R. Epstein;Michal Soreni Harari;Ryan St. Pierre;Shlomo Magdassi;Sarah Bergbreiter;,"Hebrew University of Jerusalem;University of Maryland, College Park;University of Maryland;",Israel;United States;,Poster,https://ieeexplore.ieee.org/document/8793998/,,,
8,3D Printed Soft Pneumatic Actuators with Intent Sensing for Hand Rehabilitative Exoskeletons,,Benjamin W.K. Ang;Chen-Hua Yeow;Benjamin W.K. Ang;Chen-Hua Yeow;,National University of Singapore;,Singapore;,Poster,https://ieeexplore.ieee.org/document/8793785/,,,
9,3D Surface Reconstruction Using A Two-Step Stereo Matching Method Assisted with Five Projected Patterns,,Congying Sui;Kejing He;Congyi Lyu;Zerui Wang;Yun-Hui Liu;Congying Sui;Kejing He;Congyi Lyu;Zerui Wang;Yun-Hui Liu;,,,Poster,https://ieeexplore.ieee.org/document/8794063/,,,
10,A Benchmarking Framework for Systematic Evaluation of Robotic Pick-and-Place Systems in an Industrial Grocery Setting,,Pavlos Triantafyllou;Hussein Mnyusiwalla;Panagiotis Sotiropoulos;Máximo A. Roa;Duncan Russell;Graham Deacon;Pavlos Triantafyllou;Hussein Mnyusiwalla;Panagiotis Sotiropoulos;Máximo A. Roa;Duncan Russell;Graham Deacon;,Ocado Technology;German Aerospace Center (DLR);,United Kingdom;Germany;,Poster,https://ieeexplore.ieee.org/document/8793993/,,,
11,A bio-robotic remora disc with attachment and detachment capabilities for reversible underwater hitchhiking,,Siqi Wang;Lei Li;Yufeng Chen;Yueping Wang;Wenguang Sun;Junfei Xiao;Dylan Wainwright;Tianmiao Wang;Robert J. Wood;Li Wen;Siqi Wang;Lei Li;Yufeng Chen;Yueping Wang;Wenguang Sun;Junfei Xiao;Dylan Wainwright;Tianmiao Wang;Robert J. Wood;Li Wen;,Beihang University;Harvard University;,China;United States;,Poster,https://ieeexplore.ieee.org/document/8793703/,,,
12,A cane-based low cost sensor to implement attention mechanisms in telecare robots,,Joaquin Ballesteros;Alberto Tudela;Juan Rafael Caro-Romero;Cristina Urdiales;Joaquin Ballesteros;Alberto Tudela;Juan Rafael Caro-Romero;Cristina Urdiales;,Mälardalen University;University of Malaga;,Sweden;Spain;,Poster,https://ieeexplore.ieee.org/document/8794283/,,,
13,A Classification-based Approach for Approximate Reachability,,Vicenç Rubies-Royo;David Fridovich-Keil;Sylvia Herbert;Claire J. Tomlin;Vicenç Rubies-Royo;David Fridovich-Keil;Sylvia Herbert;Claire J. Tomlin;,"University of California, Berkeley;",United States;,Poster,https://ieeexplore.ieee.org/document/8793919/,,,
14,A Clustering Approach to Categorizing 7 Degree-of-Freedom Arm Motions during Activities of Daily Living,,Yuri Gloumakov;Adam J. Spiers;Aaron M. Dollar;Yuri Gloumakov;Adam J. Spiers;Aaron M. Dollar;,Yale University;Max Planck Institute for Intelligent Systems;,United States;Germany;,Poster,https://ieeexplore.ieee.org/document/8794421/,,,
15,A Comparison of CNN-Based and Hand-Crafted Keypoint Descriptors,,Zhuang Dai;Xinghong Huang;Weinan Chen;Li He;Hong Zhang;Zhuang Dai;Xinghong Huang;Weinan Chen;Li He;Hong Zhang;,Guangdong University of Technology;University of Alberta;,China;Canada;,Poster,https://ieeexplore.ieee.org/document/8793701/,,,
16,A Competitive Algorithm for Online Multi-Robot Exploration of a Translating Plume,,Yoonchang Sung;Pratap Tokekar;Yoonchang Sung;Pratap Tokekar;,Virginia Tech;,United States;,Poster,https://ieeexplore.ieee.org/document/8793850/,,,
17,A Compliant and Precise Pneumatic Rotary Drive Using Pneumatic Artificial Muscles in a Swash Plate Design,,Johannes T. Stoll;Kevin Schanz;Andreas Pott;Johannes T. Stoll;Kevin Schanz;Andreas Pott;,Fraunhofer Institute for Manufacturing Engineering and Automation IPA;University of Stuttgart;,Germany;,Poster,https://ieeexplore.ieee.org/document/8794185/,,,
18,A constrained control-planning strategy for redundant manipulators,,Corina Barbalata;Ram Vasudevan;Matthew Johnson-Roberson;Corina Barbalata;Ram Vasudevan;Matthew Johnson-Roberson;,University of Michigan;,United States;,Poster,https://ieeexplore.ieee.org/document/8793843/,,,
19,A Constraint Programming Approach to Simultaneous Task Allocation and Motion Scheduling for Industrial Dual-Arm Manipulation Tasks,,Jan Kristof Behrens;Ralph Lange;Masoumeh Mansouri;Jan Kristof Behrens;Ralph Lange;Masoumeh Mansouri;,Robert Bosch GmbH;Orebro University;,Germany;Sweden;,Poster,https://ieeexplore.ieee.org/document/8794022/,,,
