Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,"Align, Attend and Locate: Chest X-Ray Diagnosis via Contrast Induced Attention Network With Limited Supervision",,Jingyu Liu;Gangming Zhao;Yu Fei;Ming Zhang;Yizhou Wang;Yizhou Yu;,Peking University;Deepwise AI Lab;Pengcheng Laboratory;,China;;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_Align_Attend_and_Locate_Chest_X-Ray_Diagnosis_via_Contrast_Induced_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Align_Attend_and_Locate_Chest_X-Ray_Diagnosis_via_Contrast_Induced_ICCV_2019_paper.pdf,,
2,An Alarm System for Segmentation Algorithm Based on Shape Model,,Fengze Liu;Yingda Xia;Dong Yang;Alan L. Yuille;Daguang Xu;,Johns Hopkins University;NVIDIA;,United States;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_An_Alarm_System_for_Segmentation_Algorithm_Based_on_Shape_Model_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_An_Alarm_System_for_Segmentation_Algorithm_Based_on_Shape_Model_ICCV_2019_paper.pdf,,
3,CAMEL: A Weakly Supervised Learning Framework for Histopathology Image Segmentation,,Gang Xu;Zhigang Song;Zhuo Sun;Calvin Ku;Zhe Yang;Cancheng Liu;Shuhao Wang;Jianpeng Ma;Wei Xu;,Tsinghua University;Chinese PLA General Hospital;Thorough Images;Fudan University;,China;;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Xu_CAMEL_A_Weakly_Supervised_Learning_Framework_for_Histopathology_Image_Segmentation_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_CAMEL_A_Weakly_Supervised_Learning_Framework_for_Histopathology_Image_Segmentation_ICCV_2019_paper.pdf,,
4,Conditional Recurrent Flow: Conditional Generation of Longitudinal Samples With Applications to Neuroimaging,,Seong Jae Hwang;Zirui Tao;Won Hwa Kim;Vikas Singh;,University of Pittsburgh;University of Wisconsin-Madison;University of Texas at Arlington;,United States;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Hwang_Conditional_Recurrent_Flow_Conditional_Generation_of_Longitudinal_Samples_With_Applications_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Hwang_Conditional_Recurrent_Flow_Conditional_Generation_of_Longitudinal_Samples_With_Applications_ICCV_2019_paper.pdf,,
5,Dilated Convolutional Neural Networks for Sequential Manifold-Valued Data,,Xingjian Zhen;Rudrasis Chakraborty;Nicholas Vogt;Barbara B. Bendlin;Vikas Singh;,"University of Wisconsin-Madison;University of California, Berkeley;",United States;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Zhen_Dilated_Convolutional_Neural_Networks_for_Sequential_Manifold-Valued_Data_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhen_Dilated_Convolutional_Neural_Networks_for_Sequential_Manifold-Valued_Data_ICCV_2019_paper.pdf,,
6,DUAL-GLOW: Conditional Flow-Based Generative Model for Modality Transfer,,Haoliang Sun;Ronak Mehta;Hao H. Zhou;Zhichun Huang;Sterling C. Johnson;Vivek Prabhakaran;Vikas Singh;,University of Wisconsin-Madison;Shandong University;Inception Institute of Artificial Intelligence;,United States;China;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Sun_DUAL-GLOW_Conditional_Flow-Based_Generative_Model_for_Modality_Transfer_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Sun_DUAL-GLOW_Conditional_Flow-Based_Generative_Model_for_Modality_Transfer_ICCV_2019_paper.pdf,,
7,GLAMpoints: Greedily Learned Accurate Match Points,,Prune Truong;Stefanos Apostolopoulos;Agata Mosinska;Samuel Stucky;Carlos Ciller;Sandro De Zanet;,RetinAI Medical AG;ETH Zurich;,Switzerland;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Truong_GLAMpoints_Greedily_Learned_Accurate_Match_Points_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Truong_GLAMpoints_Greedily_Learned_Accurate_Match_Points_ICCV_2019_paper.pdf,,
8,HistoSegNet: Semantic Segmentation of Histological Tissue Type in Whole Slide Images,,Lyndon Chan;Mahdi S. Hosseini;Corwyn Rowsell;Konstantinos N. Plataniotis;Savvas Damaskinos;,University of Toronto;Huron Digital Pathology;St. Michaels Hospital;,Canada;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Chan_HistoSegNet_Semantic_Segmentation_of_Histological_Tissue_Type_in_Whole_Slide_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Chan_HistoSegNet_Semantic_Segmentation_of_Histological_Tissue_Type_in_Whole_Slide_ICCV_2019_paper.pdf,,
9,Joint Acne Image Grading and Counting via Label Distribution Learning,,Xiaoping Wu;Ni Wen;Jie Liang;Yu-Kun Lai;Dongyu She;Ming-Ming Cheng;Jufeng Yang;,Nankai University;Tsinghua University Changgung Hospital;Cardiff University;,China;United Kingdom;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Wu_Joint_Acne_Image_Grading_and_Counting_via_Label_Distribution_Learning_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Wu_Joint_Acne_Image_Grading_and_Counting_via_Label_Distribution_Learning_ICCV_2019_paper.pdf,,
10,Multi-Stage Pathological Image Classification Using Semantic Segmentation,,Shusuke Takahama;Yusuke Kurose;Yusuke Mukuta;Hiroyuki Abe;Masashi Fukayama;Akihiko Yoshizawa;Masanobu Kitagawa;Tatsuya Harada;,University of Tokyo;RIKEN;Japanese Society of Pathology;Kyoto University;Tokyo Medical and Dental University;National Institute of Informatics;,Japan;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Takahama_Multi-Stage_Pathological_Image_Classification_Using_Semantic_Segmentation_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Takahama_Multi-Stage_Pathological_Image_Classification_Using_Semantic_Segmentation_ICCV_2019_paper.pdf,,
11,Prior-Aware Neural Network for Partially-Supervised Multi-Organ Segmentation,,Yuyin Zhou;Zhe Li;Song Bai;Chong Wang;Xinlei Chen;Mei Han;Elliot Fishman;Alan L. Yuille;,,,,http://openaccess.thecvf.com/content_ICCV_2019/html/Zhou_Prior-Aware_Neural_Network_for_Partially-Supervised_Multi-Organ_Segmentation_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Zhou_Prior-Aware_Neural_Network_for_Partially-Supervised_Multi-Organ_Segmentation_ICCV_2019_paper.pdf,,
12,Semantic-Transferable Weakly-Supervised Endoscopic Lesions Segmentation,,Jiahua Dong;Yang Cong;Gan Sun;Dongdong Hou;,"Shenyang Institute of Automation, Chinese Academy of Sciences;Chinese Academy of Sciences;University of Chinese Academy of Sciences;",China;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Dong_Semantic-Transferable_Weakly-Supervised_Endoscopic_Lesions_Segmentation_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Dong_Semantic-Transferable_Weakly-Supervised_Endoscopic_Lesions_Segmentation_ICCV_2019_paper.pdf,,
13,Unsupervised Microvascular Image Segmentation Using an Active Contours Mimicking Neural Network,,Shir Gur;Lior Wolf;Lior Golgher;Pablo Blinder;,Tel Aviv University;Meta;Tel-Aviv University;,Israel;United States;,,http://openaccess.thecvf.com/content_ICCV_2019/html/Gur_Unsupervised_Microvascular_Image_Segmentation_Using_an_Active_Contours_Mimicking_Neural_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Gur_Unsupervised_Microvascular_Image_Segmentation_Using_an_Active_Contours_Mimicking_Neural_ICCV_2019_paper.pdf,,
14,,3D From Multiview & Sensors,Fotios Logothetis;Roberto Mecca;Roberto Cipolla;,University of Cambridge;Toshiba Research Europe Limited;,United Kingdom;,Poster,http://openaccess.thecvf.com/content_ICCV_2019/papers/Logothetis_A_Differential_Volumetric_Approach_to_Multi-View_Photometric_Stereo_ICCV_2019_paper.pdf,http://openaccess.thecvf.com/content_ICCV_2019/papers/Logothetis_A_Differential_Volumetric_Approach_to_Multi-View_Photometric_Stereo_ICCV_2019_paper.pdf,http://openaccess.thecvf.com/content_ICCV_2019/html/Logothetis_A_Differential_Volumetric_Approach_to_Multi-View_Photometric_Stereo_ICCV_2019_paper.html,
