Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,A step towards understanding why classification helps regression,,Silvia L. Pintea;Yancong Lin;Jouke Dijkstra;Jan C. van Gemert;,,,,https://openaccess.thecvf.com/content/ICCV2023/html/Pintea_A_step_towards_understanding_why_classification_helps_regression_ICCV_2023_paper.html,https://openaccess.thecvf.com/content/ICCV2023/papers/Pintea_A_step_towards_understanding_why_classification_helps_regression_ICCV_2023_paper.pdf,,https://arxiv.org/abs/2308.10603
2,Hierarchical Contrastive Learning for Pattern-Generalizable Image Corruption Detection,,Xin Feng;Yifeng Xu;Guangming Lu;Wenjie Pei;,Harbin Institute of Technology;,China;,,https://openaccess.thecvf.com/content/ICCV2023/html/Feng_Hierarchical_Contrastive_Learning_for_Pattern-Generalizable_Image_Corruption_Detection_ICCV_2023_paper.html,https://openaccess.thecvf.com/content/ICCV2023/papers/Feng_Hierarchical_Contrastive_Learning_for_Pattern-Generalizable_Image_Corruption_Detection_ICCV_2023_paper.pdf,,https://arxiv.org/abs/2308.14061
3,Noise2Info: Noisy Image to Information of Noise for Self-Supervised Image Denoising,,Jiachuan Wang;Shimin Di;Lei Chen;Charles Wang Wai Ng;,Hong Kong University of Science and Technology;,China;,,https://openaccess.thecvf.com/content/ICCV2023/html/Wang_Noise2Info_Noisy_Image_to_Information_of_Noise_for_Self-Supervised_Image_ICCV_2023_paper.html,https://openaccess.thecvf.com/content/ICCV2023/papers/Wang_Noise2Info_Noisy_Image_to_Information_of_Noise_for_Self-Supervised_Image_ICCV_2023_paper.pdf,,
4,Robust Monocular Depth Estimation under Challenging Conditions,,Stefano Gasperini;Nils Morbitzer;HyunJun Jung;Nassir Navab;Federico Tombari;,Technical University of Munich;Google;,Germany;United States;,,https://openaccess.thecvf.com/content/ICCV2023/html/Gasperini_Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_ICCV_2023_paper.html,https://openaccess.thecvf.com/content/ICCV2023/papers/Gasperini_Robust_Monocular_Depth_Estimation_under_Challenging_Conditions_ICCV_2023_paper.pdf,,https://arxiv.org/abs/2308.09711
5,SAGA: Spectral Adversarial Geometric Attack on 3D Meshes,,Tomer Stolik;Itai Lang;Shai Avidan;,Tel Aviv University;,Israel;,,https://openaccess.thecvf.com/content/ICCV2023/html/Stolik_SAGA_Spectral_Adversarial_Geometric_Attack_on_3D_Meshes_ICCV_2023_paper.html,https://openaccess.thecvf.com/content/ICCV2023/papers/Stolik_SAGA_Spectral_Adversarial_Geometric_Attack_on_3D_Meshes_ICCV_2023_paper.pdf,,https://arxiv.org/abs/2211.13775
6,Simoun: Synergizing Interactive Motion-appearance Understanding for Vision-based Reinforcement Learning,,Yangru Huang;Peixi Peng;Yifan Zhao;Yunpeng Zhai;Haoran Xu;Yonghong Tian;,,,,https://openaccess.thecvf.com/content/ICCV2023/html/Huang_Simoun_Synergizing_Interactive_Motion-appearance_Understanding_for_Vision-based_Reinforcement_Learning_ICCV_2023_paper.html,https://openaccess.thecvf.com/content/ICCV2023/papers/Huang_Simoun_Synergizing_Interactive_Motion-appearance_Understanding_for_Vision-based_Reinforcement_Learning_ICCV_2023_paper.pdf,,
7,,3D from a single image and shape-from-x,Xuepeng Shi;Georgi Dikov;Gerhard Reitmayr;Tae-Kyun Kim;Mohsen Ghafoorian;,Qualcomm Incorporated;Imperial College London;Korea Advanced Institute of Science and Technology;,United States;United Kingdom;South Korea;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Shi_3D_Distillation_Improving_Self-Supervised_Monocular_Depth_Estimation_on_Reflective_Surfaces_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Shi_3D_Distillation_Improving_Self-Supervised_Monocular_Depth_Estimation_on_Reflective_Surfaces_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Shi_3D_Distillation_Improving_Self-Supervised_Monocular_Depth_Estimation_on_Reflective_Surfaces_ICCV_2023_paper.html,
8,,3D from a single image and shape-from-x,Ling Luo;Pinaki Nath Chowdhury;Tao Xiang;Yi-Zhe Song;Yulia Gryaditskaya;,University of Surrey;Surrey Joint Research Center on Artificial Intelligence;,United Kingdom;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Luo_3D_VR_Sketch_Guided_3D_Shape_Prototyping_and_Exploration_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Luo_3D_VR_Sketch_Guided_3D_Shape_Prototyping_and_Exploration_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Luo_3D_VR_Sketch_Guided_3D_Shape_Prototyping_and_Exploration_ICCV_2023_paper.html,https://arxiv.org/abs/2306.10830
9,,3D from a single image and shape-from-x,Yi Zhang;Pengliang Ji;Angtian Wang;Jieru Mei;Adam Kortylewski;Alan Yuille;,Johns Hopkins University;Beihang University;Max Planck Institute for Informatics;University of Freiburg;,United States;China;Germany;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_3D-Aware_Neural_Body_Fitting_for_Occlusion_Robust_3D_Human_Pose_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_3D-Aware_Neural_Body_Fitting_for_Occlusion_Robust_3D_Human_Pose_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Zhang_3D-Aware_Neural_Body_Fitting_for_Occlusion_Robust_3D_Human_Pose_ICCV_2023_paper.html,https://arxiv.org/abs/2308.10123
10,,3D from a single image and shape-from-x,Ta-Ying Cheng;Matheus Gadelha;Sören Pirk;Thibault Groueix;Radomír Měch;Andrew Markham;Niki Trigoni;,University of Oxford;Adobe;,United Kingdom;United States;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Cheng_3DMiner_Discovering_Shapes_from_Large-Scale_Unannotated_Image_Datasets_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Cheng_3DMiner_Discovering_Shapes_from_Large-Scale_Unannotated_Image_Datasets_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Cheng_3DMiner_Discovering_Shapes_from_Large-Scale_Unannotated_Image_Datasets_ICCV_2023_paper.html,
11,,3D from a single image and shape-from-x,Tianke Zhang;Xuangeng Chu;Yunfei Liu;Lijian Lin;Zhendong Yang;Zhengzhuo Xu;Chengkun Cao;Fei Yu;Changyin Zhou;Chun Yuan;Yu Li;,,,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_Accurate_3D_Face_Reconstruction_with_Facial_Component_Tokens_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Zhang_Accurate_3D_Face_Reconstruction_with_Facial_Component_Tokens_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Zhang_Accurate_3D_Face_Reconstruction_with_Facial_Component_Tokens_ICCV_2023_paper.html,
12,,3D from a single image and shape-from-x,Dongyue Chen;Tingxuan Huang;Zhimin Song;Shizhuo Deng;Tong Jia;,Northeastern University;,China;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_AGG-Net_Attention_Guided_Gated-Convolutional_Network_for_Depth_Image_Completion_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Chen_AGG-Net_Attention_Guided_Gated-Convolutional_Network_for_Depth_Image_Completion_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Chen_AGG-Net_Attention_Guided_Gated-Convolutional_Network_for_Depth_Image_Completion_ICCV_2023_paper.html,
13,,3D from a single image and shape-from-x,Zhu Yu;Zehua Sheng;Zili Zhou;Lun Luo;Si-Yuan Cao;Hong Gu;Huaqi Zhang;Hui-Liang Shen;,Zhejiang University;vivo Mobile Communication Company Ltd.;Zhejiang Province Key Laboratory of Collaborative Sensing and Autonomous Unmanned Systems;,China;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Yu_Aggregating_Feature_Point_Cloud_for_Depth_Completion_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Yu_Aggregating_Feature_Point_Cloud_for_Depth_Completion_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Yu_Aggregating_Feature_Point_Cloud_for_Depth_Completion_ICCV_2023_paper.html,
14,,3D from a single image and shape-from-x,Jiacong Xu;Yi Zhang;Jiawei Peng;Wufei Ma;Artur Jesslen;Pengliang Ji;Qixin Hu;Jiehua Zhang;Qihao Liu;Jiahao Wang;Wei Ji;Chen Wang;Xiaoding Yuan;Prakhar Kaushik;Guofeng Zhang;Jie Liu;Yushan Xie;Yawen Cui;Alan Yuille;Adam Kortylewski;,,,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_Animal3D_A_Comprehensive_Dataset_of_3D_Animal_Pose_and_Shape_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_Animal3D_A_Comprehensive_Dataset_of_3D_Animal_Pose_and_Shape_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Xu_Animal3D_A_Comprehensive_Dataset_of_3D_Animal_Pose_and_Shape_ICCV_2023_paper.html,https://arxiv.org/abs/2308.11737
15,,3D from a single image and shape-from-x,Zheng Dang;Mathieu Salzmann;,EPFL;ClearSpace;,Switzerland;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Dang_AutoSynth_Learning_to_Generate_3D_Training_Data_for_Object_Point_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Dang_AutoSynth_Learning_to_Generate_3D_Training_Data_for_Object_Point_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Dang_AutoSynth_Learning_to_Generate_3D_Training_Data_for_Object_Point_ICCV_2023_paper.html,https://arxiv.org/abs/2309.11170
16,,3D from a single image and shape-from-x,Yiran Yang;Dongshuo Yin;Xuee Rong;Xian Sun;Wenhui Diao;Xinming Li;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;,China;,Poster,https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_Beyond_the_Limitation_of_Monocular_3D_Detector_via_Knowledge_Distillation_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/papers/Yang_Beyond_the_Limitation_of_Monocular_3D_Detector_via_Knowledge_Distillation_ICCV_2023_paper.pdf,https://openaccess.thecvf.com/content/ICCV2023/html/Yang_Beyond_the_Limitation_of_Monocular_3D_Detector_via_Knowledge_Distillation_ICCV_2023_paper.html,
