Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,“Covid vaccine is against Covid but Oxford vaccine is made at Oxford!” Semantic Interpretation of Proper Noun Compounds,,Keshav Kolluru;Gabriel Stanovsky;Mausam -;,Indian Institute of Technology Delhi;Hebrew University of Jerusalem;,India;Israel;,Main,https://aclanthology.org/2022.emnlp-main.711/,https://aclanthology.org/2022.emnlp-main.711.pdf,,
2,“I Know Who You Are”: Character-Based Features for Conversational Humor Recognition in Chinese,,Wenbo Shang;Jiangjiang Zhao;Zezhong Wang;Binyang Li;Fangchun Yang;Kam-Fai Wong;,University of International Relations;Beijing University of Posts and Telecommunications;Chinese University of Hong Kong;MoE Key Laboratory of High Confidence Software Technologies;,China;,finding,https://aclanthology.org/2022.findings-emnlp.212/,https://aclanthology.org/2022.findings-emnlp.212.pdf,,
3,“I’m sorry to hear that”: Finding New Biases in Language Models with a Holistic Descriptor Dataset,,Eric Michael Smith;Melissa Hall;Melanie Kambadur;Eleonora Presani;Adina Williams;,Meta;,United States;,Main,https://aclanthology.org/2022.emnlp-main.625/,https://aclanthology.org/2022.emnlp-main.625.pdf,,
4,“It’s Not Just Hate”: A Multi-Dimensional Perspective on Detecting Harmful Speech Online,,Federico Bianchi;Stefanie HIlls;Patricia Rossini;Dirk Hovy;Rebekah Tromble;Nava Tintarev;,Stanford University;University of Stirling;University of Glasgow;Bocconi University;George Washington University;Maastricht University;,United States;United Kingdom;Italy;Netherlands;,Main,https://aclanthology.org/2022.emnlp-main.553/,https://aclanthology.org/2022.emnlp-main.553.pdf,,
5,“Will You Find These Shortcuts?” A Protocol for Evaluating the Faithfulness of Input Salience Methods for Text Classification,,Jasmijn Bastings;Sebastian Ebert;Polina Zablotskaia;Anders Sandholm;Katja Filippova;,Google;,United States;,Main,https://aclanthology.org/2022.emnlp-main.64/,https://aclanthology.org/2022.emnlp-main.64.pdf,,
6,A Benchmark and Dataset for Post-OCR text correction in Sanskrit,,Ayush Maheshwari;Nikhil Singh;Amrith Krishna;Ganesh Ramakrishnan;,Indian Institute of Technology Bombay;Uniphore Software Systems;,India;,finding,https://aclanthology.org/2022.findings-emnlp.466/,https://aclanthology.org/2022.findings-emnlp.466.pdf,,
7,A Comprehensive Comparison of Neural Networks as Cognitive Models of Inflection,,Adam Wiemerslage;Shiran Dudy;Katharina Kann;,University of Colorado;,United States;,Main,https://aclanthology.org/2022.emnlp-main.126/,https://aclanthology.org/2022.emnlp-main.126.pdf,,
8,A Comprehensive Evaluation of Biomedical Entity-centric Search,,Elena Tutubalina;Zulfat Miftahutdinov;Vladimir Muravlev;Anastasia Shneyderman;,Insilico Medicine;,China;,Industry,https://aclanthology.org/2022.emnlp-industry.61/,https://aclanthology.org/2022.emnlp-industry.61.pdf,,
9,A Critical Reflection and Forward Perspective on Empathy and Natural Language Processing,,Allison Lahnala;Charles Welch;David Jurgens;Lucie Flek;,University of Marburg;Hessian Center for Artificial Intelligence;University of Michigan;,Germany;United States;,finding,https://aclanthology.org/2022.findings-emnlp.157/,https://aclanthology.org/2022.findings-emnlp.157.pdf,,
10,A Dataset for Hyper-Relational Extraction and a Cube-Filling Approach,,Yew Ken Chia;Lidong Bing;Sharifah Mahani Aljunied;Luo Si;Soujanya Poria;,,,Main,https://aclanthology.org/2022.emnlp-main.688/,https://aclanthology.org/2022.emnlp-main.688.pdf,,
11,A Distributional Lens for Multi-Aspect Controllable Text Generation,,Yuxuan Gu;Xiaocheng Feng;Sicheng Ma;Lingyuan Zhang;Heng Gong;Bing Qin;,Harbin Institute of Technology;Pengcheng Laboratory;,China;,Main,https://aclanthology.org/2022.emnlp-main.67/,https://aclanthology.org/2022.emnlp-main.67.pdf,,
12,A Federated Approach to Predicting Emojis in Hindi Tweets,,Deep Gandhi;Jash Mehta;Nirali Parekh;Karan Waghela;Lynette D’Mello;Zeerak Talat;,University of Alberta;Georgia Institute of Technology;Stanford University;Santa Clara University;DJ Sanghvi College of Engineering;Simon Fraser University;,Canada;United States;India;,Main,https://aclanthology.org/2022.emnlp-main.819/,https://aclanthology.org/2022.emnlp-main.819.pdf,,
13,A Few More Examples May Be Worth Billions of Parameters,,Yuval Kirstain;Patrick Lewis;Sebastian Riedel;Omer Levy;,,,finding,https://aclanthology.org/2022.findings-emnlp.72/,https://aclanthology.org/2022.findings-emnlp.72.pdf,,
14,A Fine-grained Chinese Software Privacy Policy Dataset for Sequence Labeling and Regulation Compliant Identification,,Kaifa Zhao;Le Yu;Shiyao Zhou;Jing Li;Xiapu Luo;Yat Fei Aemon Chiu;Yutong Liu;,Hong Kong Polytechnic University;,China;,Main,https://aclanthology.org/2022.emnlp-main.700/,https://aclanthology.org/2022.emnlp-main.700.pdf,,
15,A Framework for Adapting Pre-Trained Language Models to Knowledge Graph Completion,,Justin Lovelace;Carolyn Rosé;,Cornell University;Carnegie Mellon University;,United States;,Main,https://aclanthology.org/2022.emnlp-main.398/,https://aclanthology.org/2022.emnlp-main.398.pdf,,
16,A Framework for Automatic Generation of Spoken Question-Answering Data,,Merve Ünlü Menevşe;Yusufcan Manav;Ebru Arisoy;Arzucan Özgür;,Bo?aziçi University;MEF University;,Türkiye;,finding,https://aclanthology.org/2022.findings-emnlp.342/,https://aclanthology.org/2022.findings-emnlp.342.pdf,,
17,A Generative Model for End-to-End Argument Mining with Reconstructed Positional Encoding and Constrained Pointer Mechanism,,Jianzhu Bao;Yuhang He;Yang Sun;Bin Liang;Jiachen Du;Bing Qin;Min Yang;Ruifeng Xu;,Harbin Institute of Technology;Guangdong Provincial Key Laboratory of Novel Security Intelligence Technologies;Shenzhen Institute of Advanced Technology;Pengcheng Laboratory;,China;,Main,https://aclanthology.org/2022.emnlp-main.713/,https://aclanthology.org/2022.emnlp-main.713.pdf,,
