Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,,3d from a single image and shape-from-x (1),Kathryn Heal;Jialiang Wang;Steven J. Gortler;Todd Zickler;,Harvard University;,United States;,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Heal_A_Lighting-Invariant_Point_Processor_for_Shading_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Heal_A_Lighting-Invariant_Point_Processor_for_Shading_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Heal_A_Lighting-Invariant_Point_Processor_for_Shading_CVPR_2020_paper.html,
2,,3d from a single image and shape-from-x (1),Sena Kiciroglu;Helge Rhodin;Sudipta N. Sinha;Mathieu Salzmann;Pascal Fua;,EPFL;University of British Columbia;Microsoft;,Switzerland;Canada;United States;,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Kiciroglu_ActiveMoCap_Optimized_Viewpoint_Selection_for_Active_Human_Motion_Capture_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Kiciroglu_ActiveMoCap_Optimized_Viewpoint_Selection_for_Active_Human_Motion_Capture_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Kiciroglu_ActiveMoCap_Optimized_Viewpoint_Selection_for_Active_Human_Motion_Capture_CVPR_2020_paper.html,https://arxiv.org/abs/1912.08568
3,,3d from a single image and shape-from-x (1),Zhiqin Chen;Andrea Tagliasacchi;Hao Zhang;,Simon Fraser University;Google;,Canada;United States;,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Chen_BSP-Net_Generating_Compact_Meshes_via_Binary_Space_Partitioning_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Chen_BSP-Net_Generating_Compact_Meshes_via_Binary_Space_Partitioning_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Chen_BSP-Net_Generating_Compact_Meshes_via_Binary_Space_Partitioning_CVPR_2020_paper.html,
4,,3d from a single image and shape-from-x (1),Boyang Deng;Kyle Genova;Soroosh Yazdani;Sofien Bouaziz;Geoffrey Hinton;Andrea Tagliasacchi;,,,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Deng_CvxNet_Learnable_Convex_Decomposition_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Deng_CvxNet_Learnable_Convex_Decomposition_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Deng_CvxNet_Learnable_Convex_Decomposition_CVPR_2020_paper.html,https://arxiv.org/abs/1909.05736
5,,3d from a single image and shape-from-x (1),Simron Thapa;Nianyi Li;Jinwei Ye;,Louisiana State University;,United States;,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Thapa_Dynamic_Fluid_Surface_Reconstruction_Using_Deep_Neural_Network_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Thapa_Dynamic_Fluid_Surface_Reconstruction_Using_Deep_Neural_Network_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Thapa_Dynamic_Fluid_Surface_Reconstruction_Using_Deep_Neural_Network_CVPR_2020_paper.html,
6,,3d from a single image and shape-from-x (1),Jamie Watson;Michael Firman;Aron Monszpart;Gabriel J. Brostow;,,,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Watson_Footprints_and_Free_Space_From_a_Single_Color_Image_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Watson_Footprints_and_Free_Space_From_a_Single_Color_Image_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Watson_Footprints_and_Free_Space_From_a_Single_Color_Image_CVPR_2020_paper.html,https://arxiv.org/abs/2004.06376
7,,3d from a single image and shape-from-x (1),Zhihao Xia;Patrick Sullivan;Ayan Chakrabarti;,Washington University in St. Louis;Boeing Company;,United States;,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Xia_Generating_and_Exploiting_Probabilistic_Monocular_Depth_Estimates_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Xia_Generating_and_Exploiting_Probabilistic_Monocular_Depth_Estimates_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Xia_Generating_and_Exploiting_Probabilistic_Monocular_Depth_Estimates_CVPR_2020_paper.html,https://arxiv.org/abs/1906.05739
8,,3d from a single image and shape-from-x (1),Wang Yifan;Noam Aigerman;Vladimir G. Kim;Siddhartha Chaudhuri;Olga Sorkine-Hornung;,ETH Zurich;Adobe;Indian Institute of Technology Bombay;,Switzerland;United States;India;,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Yifan_Neural_Cages_for_Detail-Preserving_3D_Deformations_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Yifan_Neural_Cages_for_Detail-Preserving_3D_Deformations_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Yifan_Neural_Cages_for_Detail-Preserving_3D_Deformations_CVPR_2020_paper.html,https://arxiv.org/abs/1912.06395
9,,3d from a single image and shape-from-x (1),Ziyu Jiang;Buyu Liu;Samuel Schulter;Zhangyang Wang;Manmohan Chandraker;,"NEC Laboratories America;Texas A&M University;University of California, San Diego;",United States;,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Jiang_Peek-a-Boo_Occlusion_Reasoning_in_Indoor_Scenes_With_Plane_Representations_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Jiang_Peek-a-Boo_Occlusion_Reasoning_in_Indoor_Scenes_With_Plane_Representations_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Jiang_Peek-a-Boo_Occlusion_Reasoning_in_Indoor_Scenes_With_Plane_Representations_CVPR_2020_paper.html,
10,,3d from a single image and shape-from-x (1),Shunsuke Saito;Tomas Simon;Jason Saragih;Hanbyul Joo;,,,Oral,https://openaccess.thecvf.com/content_CVPR_2020/papers/Saito_PIFuHD_Multi-Level_Pixel-Aligned_Implicit_Function_for_High-Resolution_3D_Human_Digitization_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Saito_PIFuHD_Multi-Level_Pixel-Aligned_Implicit_Function_for_High-Resolution_3D_Human_Digitization_CVPR_2020_paper.pdf,https://openaccess.thecvf.com/content_CVPR_2020/html/Saito_PIFuHD_Multi-Level_Pixel-Aligned_Implicit_Function_for_High-Resolution_3D_Human_Digitization_CVPR_2020_paper.html,https://arxiv.org/abs/2004.00452
