Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,Cataloging Public Objects Using Aerial and Street-Level Images - Urban Trees,,Jan D. Wegner;Steven Branson;David Hall;Konrad Schindler;Pietro Perona;,ETH Zurich;California Institute of Technology;,Switzerland;United States;,,https://openaccess.thecvf.com/content_cvpr_2016/html/Wegner_Cataloging_Public_Objects_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Wegner_Cataloging_Public_Objects_CVPR_2016_paper.pdf,,
2,CRAFT Objects From Images,,Bin Yang;Junjie Yan;Zhen Lei;Stan Z. Li;,Chinese Academy of Sciences;Tsinghua University;,China;,,https://openaccess.thecvf.com/content_cvpr_2016/html/Yang_CRAFT_Objects_From_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Yang_CRAFT_Objects_From_CVPR_2016_paper.pdf,,
3,Deep Exemplar 2D-3D Detection by Adapting From Real to Rendered Views,,Francisco Massa;Bryan C. Russell;Mathieu Aubry;,"Ecole des Ponts ParisTech;Adobe;University of California, Berkeley;",France;United States;,,https://openaccess.thecvf.com/content_cvpr_2016/html/Massa_Deep_Exemplar_2D-3D_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Massa_Deep_Exemplar_2D-3D_CVPR_2016_paper.pdf,,
4,Fast Training of Triplet-Based Deep Binary Embedding Networks,,Bohan Zhuang;Guosheng Lin;Chunhua Shen;Ian Reid;,University of Adelaide;Australian Centre for Robotic Vision;,Australia;,,https://openaccess.thecvf.com/content_cvpr_2016/html/Zhuang_Fast_Training_of_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhuang_Fast_Training_of_CVPR_2016_paper.pdf,,
5,Fast Zero-Shot Image Tagging,,Yang Zhang;Boqing Gong;Mubarak Shah;,,,,https://openaccess.thecvf.com/content_cvpr_2016/html/Zhang_Fast_Zero-Shot_Image_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhang_Fast_Zero-Shot_Image_CVPR_2016_paper.pdf,,
6,Marr Revisited: 2D-3D Alignment via Surface Normal Prediction,,Aayush Bansal;Bryan Russell;Abhinav Gupta;,Carnegie Mellon University;Adobe;,United States;,,https://openaccess.thecvf.com/content_cvpr_2016/html/Bansal_Marr_Revisited_2D-3D_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Bansal_Marr_Revisited_2D-3D_CVPR_2016_paper.pdf,,
7,Modality and Component Aware Feature Fusion For RGB-D Scene Classification,,Anran Wang;Jianfei Cai;Jiwen Lu;Tat-Jen Cham;,,,,https://openaccess.thecvf.com/content_cvpr_2016/html/Wang_Modality_and_Component_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Wang_Modality_and_Component_CVPR_2016_paper.pdf,,
8,PPP: Joint Pointwise and Pairwise Image Label Prediction,,Yilin Wang;Suhang Wang;Jiliang Tang;Huan Liu;Baoxin Li;,Arizona State University;Yahoo;,United States;,,https://openaccess.thecvf.com/content_cvpr_2016/html/Wang_PPP_Joint_Pointwise_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Wang_PPP_Joint_Pointwise_CVPR_2016_paper.pdf,,
9,Recovering the Missing Link: Predicting Class-Attribute Associations for Unsupervised Zero-Shot Learning,,Ziad Al-Halah;Makarand Tapaswi;Rainer Stiefelhagen;,,,,https://openaccess.thecvf.com/content_cvpr_2016/html/Al-Halah_Recovering_the_Missing_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Al-Halah_Recovering_the_Missing_CVPR_2016_paper.pdf,,
10,Zero-Shot Learning via Joint Latent Similarity Embedding,,Ziming Zhang;Venkatesh Saligrama;,Boston University;,United States;,,https://openaccess.thecvf.com/content_cvpr_2016/html/Zhang_Zero-Shot_Learning_via_CVPR_2016_paper.html,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhang_Zero-Shot_Learning_via_CVPR_2016_paper.pdf,,
