Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,"""Seeing"" Electric Network Frequency From Events",,Lexuan Xu;Guang Hua;Haijian Zhang;Lei Yu;Ning Qiao;,Wuhan University;Institute for Infocomm Research;SynSense Tech. Co. Ltd.;,China;Singapore;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/21877,https://openaccess.thecvf.com/content/CVPR2023/papers/Xu_Seeing_Electric_Network_Frequency_From_Events_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Xu_Seeing_Electric_Network_Frequency_From_Events_CVPR_2023_paper.html,https://arxiv.org/abs/2305.02597
2,(ML)$^2$P-Encoder: On Exploration of Channel-Class Correlation for Multi-Label Zero-Shot Learning,,Ziming Liu;Song Guo;Xiaocheng Lu;Jingcai Guo;Jiewei Zhang;Yue Zeng;Fushuo Huo;,Hong Kong Polytechnic University;,China;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/21053,https://openaccess.thecvf.com/content/CVPR2023/papers/Liu_ML2P-Encoder_On_Exploration_of_Channel-Class_Correlation_for_Multi-Label_Zero-Shot_Learning_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Liu_ML2P-Encoder_On_Exploration_of_Channel-Class_Correlation_for_Multi-Label_Zero-Shot_Learning_CVPR_2023_paper.html,
3,1% VS 100%: Parameter-Efficient Low Rank Adapter for Dense Predictions,,Dongshuo Yin;Yiran Yang;Zhechao Wang;Hongfeng Yu;Kaiwen Wei;Xian Sun;,Chinese Academy of Sciences;University of Chinese Academy of Sciences;,China;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/22769,https://openaccess.thecvf.com/content/CVPR2023/papers/Yin_1_VS_100_Parameter-Efficient_Low_Rank_Adapter_for_Dense_Predictions_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Yin_1_VS_100_Parameter-Efficient_Low_Rank_Adapter_for_Dense_Predictions_CVPR_2023_paper.html,
4,2PCNet: Two-Phase Consistency Training for Day-to-Night Unsupervised Domain Adaptive Object Detection,,Mikhail Kennerley;Jian-Gang Wang;Bharadwaj Veeravalli;Robby T. Tan;,National University of Singapore;Institute for Infocomm Research;,Singapore;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/22088,https://openaccess.thecvf.com/content/CVPR2023/papers/Kennerley_2PCNet_Two-Phase_Consistency_Training_for_Day-to-Night_Unsupervised_Domain_Adaptive_Object_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Kennerley_2PCNet_Two-Phase_Consistency_Training_for_Day-to-Night_Unsupervised_Domain_Adaptive_Object_CVPR_2023_paper.html,https://arxiv.org/abs/2303.13853
5,3D Cinemagraphy From a Single Image,,Xingyi Li;Zhiguo Cao;Huiqiang Sun;Jianming Zhang;Ke Xian;Guosheng Lin;,Huazhong University of Science and Technology;Adobe;Nanyang Technological University;,China;United States;Singapore;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/22955,https://openaccess.thecvf.com/content/CVPR2023/papers/Li_3D_Cinemagraphy_From_a_Single_Image_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Li_3D_Cinemagraphy_From_a_Single_Image_CVPR_2023_paper.html,https://arxiv.org/abs/2303.05724
6,3D Concept Learning and Reasoning From Multi-View Images,,Yining Hong;Chunru Lin;Yilun Du;Zhenfang Chen;Joshua B. Tenenbaum;Chuang Gan;,,,Poster,https://cvpr.thecvf.com/virtual/2023/poster/21949,https://openaccess.thecvf.com/content/CVPR2023/papers/Hong_3D_Concept_Learning_and_Reasoning_From_Multi-View_Images_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Hong_3D_Concept_Learning_and_Reasoning_From_Multi-View_Images_CVPR_2023_paper.html,https://arxiv.org/abs/2303.11327
7,3D GAN Inversion With Facial Symmetry Prior,,Fei Yin;Yong Zhang;Xuan Wang;Tengfei Wang;Xiaoyu Li;Yuan Gong;Yanbo Fan;Xiaodong Cun;Ying Shan;Cengiz Oztireli;Yujiu Yang;,Tsinghua University;Tencent;Ant Group;Hong Kong University of Science and Technology;University of Cambridge;,China;United Kingdom;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/21173,https://openaccess.thecvf.com/content/CVPR2023/papers/Yin_3D_GAN_Inversion_With_Facial_Symmetry_Prior_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Yin_3D_GAN_Inversion_With_Facial_Symmetry_Prior_CVPR_2023_paper.html,https://arxiv.org/abs/2211.16927
8,3D Highlighter: Localizing Regions on 3D Shapes via Text Descriptions,,Dale Decatur;Itai Lang;Rana Hanocka;,University of Chicago;,United States;,Highlight,https://cvpr.thecvf.com/virtual/2023/poster/21990,https://openaccess.thecvf.com/content/CVPR2023/papers/Decatur_3D_Highlighter_Localizing_Regions_on_3D_Shapes_via_Text_Descriptions_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Decatur_3D_Highlighter_Localizing_Regions_on_3D_Shapes_via_Text_Descriptions_CVPR_2023_paper.html,https://arxiv.org/abs/2212.11263
9,3D Human Keypoints Estimation From Point Clouds in the Wild Without Human Labels,,Zhenzhen Weng;Alexander S. Gorban;Jingwei Ji;Mahyar Najibi;Yin Zhou;Dragomir Anguelov;,Stanford University;Waymo;,United States;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/21046,https://openaccess.thecvf.com/content/CVPR2023/papers/Weng_3D_Human_Keypoints_Estimation_From_Point_Clouds_in_the_Wild_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Weng_3D_Human_Keypoints_Estimation_From_Point_Clouds_in_the_Wild_CVPR_2023_paper.html,
10,3D Human Mesh Estimation From Virtual Markers,,Xiaoxuan Ma;Jiajun Su;Chunyu Wang;Wentao Zhu;Yizhou Wang;,Peking University;Microsoft;National Engineering Research Center of Visual Technology;,China;,Poster,https://cvpr.thecvf.com/virtual/2023/poster/23119,https://openaccess.thecvf.com/content/CVPR2023/papers/Ma_3D_Human_Mesh_Estimation_From_Virtual_Markers_CVPR_2023_paper.pdf,https://openaccess.thecvf.com/content/CVPR2023/html/Ma_3D_Human_Mesh_Estimation_From_Virtual_Markers_CVPR_2023_paper.html,https://arxiv.org/abs/2303.11726
