Index,Title,Session/Area,Authors,Affiliation,Country,Status,Proceeding URL,PDF URL,CVF URL,Arxiv URL
1,,,Ran Cheng;Ryan Razani;Ehsan Taghavi;Enxu Li;Bingbing Liu;,Huawei;,Canada;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Cheng_AF2-S3Net_Attentive_Feature_Fusion_With_Adaptive_Feature_Selection_for_Sparse_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Cheng_AF2-S3Net_Attentive_Feature_Fusion_With_Adaptive_Feature_Selection_for_Sparse_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Cheng_AF2-S3Net_Attentive_Feature_Fusion_With_Adaptive_Feature_Selection_for_Sparse_CVPR_2021_paper.html,
2,,,Hengduo Li;Zuxuan Wu;Abhinav Shrivastava;Larry S. Davis;,University of Maryland;Fudan University;,United States;China;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_2D_or_not_2D_Adaptive_3D_Convolution_Selection_for_Efficient_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_2D_or_not_2D_Adaptive_3D_Convolution_Selection_for_Efficient_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Li_2D_or_not_2D_Adaptive_3D_Convolution_Selection_for_Efficient_CVPR_2021_paper.html,https://arxiv.org/abs/2012.14950
3,,,Shengheng Deng;Xun Xu;Chaozheng Wu;Ke Chen;Kui Jia;,South China University of Technology;Institute for Infocomm Research;Pengcheng Laboratory;Pazhou Laboratory;,China;Singapore;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Deng_3D_AffordanceNet_A_Benchmark_for_Visual_Object_Affordance_Understanding_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Deng_3D_AffordanceNet_A_Benchmark_for_Visual_Object_Affordance_Understanding_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Deng_3D_AffordanceNet_A_Benchmark_for_Visual_Object_Affordance_Understanding_CVPR_2021_paper.html,https://arxiv.org/abs/2103.16397
4,,,Mohsen Fayyaz;Emad Bahrami;Ali Diba;Mehdi Noroozi;Ehsan Adeli;Luc Van Gool;Jurgen Gall;,University of Bonn;Katholieke Universiteit Leuven;Bosch Center for Artificial Intelligence;Stanford University;ETH Zurich;,Germany;Belgium;United States;Switzerland;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Fayyaz_3D_CNNs_With_Adaptive_Temporal_Feature_Resolutions_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Fayyaz_3D_CNNs_With_Adaptive_Temporal_Feature_Resolutions_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Fayyaz_3D_CNNs_With_Adaptive_Temporal_Feature_Resolutions_CVPR_2021_paper.html,https://arxiv.org/abs/2011.08652
5,,,Tianyi Zhao;Kai Cao;Jiawen Yao;Isabella Nogues;Le Lu;Lingyun Huang;Jing Xiao;Zhaozheng Yin;Ling Zhang;,PAII Inc.;Stony Brook University;Changhai Hospital;Harvard University;Ping An Technology;,United States;China;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Zhao_3D_Graph_Anatomy_Geometry-Integrated_Network_for_Pancreatic_Mass_Segmentation_Diagnosis_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Zhao_3D_Graph_Anatomy_Geometry-Integrated_Network_for_Pancreatic_Mass_Segmentation_Diagnosis_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Zhao_3D_Graph_Anatomy_Geometry-Integrated_Network_for_Pancreatic_Mass_Segmentation_Diagnosis_CVPR_2021_paper.html,https://arxiv.org/abs/2012.04701
6,,,Linguo Li;Minsi Wang;Bingbing Ni;Hang Wang;Jiancheng Yang;Wenjun Zhang;,Shanghai Jiao Tong University;,China;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_3D_Human_Action_Representation_Learning_via_Cross-View_Consistency_Pursuit_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Li_3D_Human_Action_Representation_Learning_via_Cross-View_Consistency_Pursuit_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Li_3D_Human_Action_Representation_Learning_via_Cross-View_Consistency_Pursuit_CVPR_2021_paper.html,https://arxiv.org/abs/2104.14466
7,,,Xuran Pan;Zhuofan Xia;Shiji Song;Li Erran Li;Gao Huang;,Tsinghua University;Beijing National Research Center for Information Science and Technology;Amazon;,China;United States;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Pan_3D_Object_Detection_With_Pointformer_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Pan_3D_Object_Detection_With_Pointformer_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Pan_3D_Object_Detection_With_Pointformer_CVPR_2021_paper.html,https://arxiv.org/abs/2012.11409
8,,,Moritz Ibing;Isaak Lim;Leif Kobbelt;,RWTH Aachen University;,Germany;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Ibing_3D_Shape_Generation_With_Grid-Based_Implicit_Functions_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Ibing_3D_Shape_Generation_With_Grid-Based_Implicit_Functions_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Ibing_3D_Shape_Generation_With_Grid-Based_Implicit_Functions_CVPR_2021_paper.html,
9,,,Zhongzheng Ren;Ishan Misra;Alexander G. Schwing;Rohit Girdhar;,Meta;University of Illinois Urbana-Champaign;,United States;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Ren_3D_Spatial_Recognition_Without_Spatially_Labeled_3D_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Ren_3D_Spatial_Recognition_Without_Spatially_Labeled_3D_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Ren_3D_Spatial_Recognition_Without_Spatially_Labeled_3D_CVPR_2021_paper.html,https://arxiv.org/abs/2105.06461
10,,,Yao-Chih Lee;Kuan-Wei Tseng;Yu-Ta Chen;Chien-Cheng Chen;Chu-Song Chen;Yi-Ping Hung;,Academia Sinica;National Taiwan University;,China;,Poster,https://openaccess.thecvf.com/content/CVPR2021/papers/Lee_3D_Video_Stabilization_With_Depth_Estimation_by_CNN-Based_Optimization_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/papers/Lee_3D_Video_Stabilization_With_Depth_Estimation_by_CNN-Based_Optimization_CVPR_2021_paper.pdf,https://openaccess.thecvf.com/content/CVPR2021/html/Lee_3D_Video_Stabilization_With_Depth_Estimation_by_CNN-Based_Optimization_CVPR_2021_paper.html,
